time,sample,well,row,col,strain,mol_ID,mol_conc,replicate,OD
0,1,1,1,1,W,None,0,1,0.145
0,1,2,1,2,W,3-HP,300,1,0.142
0,1,3,1,3,W,3-HP,200,1,0.158
0,1,4,1,4,W,3-HP,100,1,0.167
0,1,5,1,5,W,3-HP,40,1,0.147
0,1,6,1,6,W,3-HP,20,1,0.145
0,1,7,1,7,medium,None,0,1,0.155
0,1,8,1,8,W,LA,300,1,0.144
0,1,9,1,9,W,LA,200,1,0.14
0,1,10,1,10,W,LA,100,1,0.287
0,1,11,1,11,W,LA,40,1,0.148
0,1,12,1,12,W,LA,20,1,0.146
0,1,13,2,1,W,None,0,2,0.157
0,1,14,2,2,W,3-HP,300,2,0.141
0,1,15,2,3,W,3-HP,200,2,0.151
0,1,16,2,4,W,3-HP,100,2,0.144
0,1,17,2,5,W,3-HP,40,2,0.144
0,1,18,2,6,W,3-HP,20,2,0.145
0,1,19,2,7,medium,None,0,2,0.143
0,1,20,2,8,W,LA,300,2,0.151
0,1,21,2,9,W,LA,200,2,0.147
0,1,22,2,10,W,LA,100,2,0.145
0,1,23,2,11,W,LA,40,2,0.155
0,1,24,2,12,W,LA,20,2,0.149
0,1,25,3,1,W,None,0,3,0.148
0,1,26,3,2,W,3-HP,300,3,0.143
0,1,27,3,3,W,3-HP,200,3,0.147
0,1,28,3,4,W,3-HP,100,3,0.155
0,1,29,3,5,W,3-HP,40,3,0.142
0,1,30,3,6,W,3-HP,20,3,0.137
0,1,31,3,7,medium,None,0,3,0.142
0,1,32,3,8,W,LA,300,3,0.15
0,1,33,3,9,W,LA,200,3,0.157
0,1,34,3,10,W,LA,100,3,0.144
0,1,35,3,11,W,LA,40,3,0.155
0,1,36,3,12,W,LA,20,3,0.156
0,1,37,4,1,W,None,0,4,0.156
0,1,38,4,2,W,3-HP,300,4,0.149
0,1,39,4,3,W,3-HP,200,4,0.142
0,1,40,4,4,W,3-HP,100,4,0.142
0,1,41,4,5,W,3-HP,40,4,0.142
0,1,42,4,6,W,3-HP,20,4,0.146
0,1,43,4,7,medium,None,0,4,0.156
0,1,44,4,8,W,LA,300,4,0.137
0,1,45,4,9,W,LA,200,4,0.147
0,1,46,4,10,W,LA,100,4,0.132
0,1,47,4,11,W,LA,40,4,0.135
0,1,48,4,12,W,LA,20,4,0.154
0,1,49,5,1,MG1655,None,0,1,0.16
0,1,50,5,2,MG1655,3-HP,300,1,0.147
0,1,51,5,3,MG1655,3-HP,200,1,0.146
0,1,52,5,4,MG1655,3-HP,100,1,0.157
0,1,53,5,5,MG1655,3-HP,40,1,0.143
0,1,54,5,6,MG1655,3-HP,20,1,0.145
0,1,55,5,7,medium,3-HP,300,1,0.15
0,1,56,5,8,MG1655,LA,300,1,0.153
0,1,57,5,9,MG1655,LA,200,1,0.15
0,1,58,5,10,MG1655,LA,100,1,0.141
0,1,59,5,11,MG1655,LA,40,1,0.148
0,1,60,5,12,MG1655,LA,20,1,0.146
0,1,61,6,1,MG1655,None,0,2,0.151
0,1,62,6,2,MG1655,3-HP,300,2,0.14
0,1,63,6,3,MG1655,3-HP,200,2,0.145
0,1,64,6,4,MG1655,3-HP,100,2,0.147
0,1,65,6,5,MG1655,3-HP,40,2,0.154
0,1,66,6,6,MG1655,3-HP,20,2,0.149
0,1,67,6,7,medium,3-HP,300,2,0.136
0,1,68,6,8,MG1655,LA,300,2,0.164
0,1,69,6,9,MG1655,LA,200,2,0.146
0,1,70,6,10,MG1655,LA,100,2,0.143
0,1,71,6,11,MG1655,LA,40,2,0.149
0,1,72,6,12,MG1655,LA,20,2,0.148
0,1,73,7,1,MG1655,None,0,3,0.157
0,1,74,7,2,MG1655,3-HP,300,3,0.146
0,1,75,7,3,MG1655,3-HP,200,3,0.147
0,1,76,7,4,MG1655,3-HP,100,3,0.152
0,1,77,7,5,MG1655,3-HP,40,3,0.157
0,1,78,7,6,MG1655,3-HP,20,3,0.154
0,1,79,7,7,medium,3-HP,300,3,0.153
0,1,80,7,8,MG1655,LA,300,3,0.14
0,1,81,7,9,MG1655,LA,200,3,0.149
0,1,82,7,10,MG1655,LA,100,3,0.151
0,1,83,7,11,MG1655,LA,40,3,0.148
0,1,84,7,12,MG1655,LA,20,3,0.155
0,1,85,8,1,MG1655,None,0,4,0.151
0,1,86,8,2,MG1655,3-HP,300,4,0.155
0,1,87,8,3,MG1655,3-HP,200,4,0.14
0,1,88,8,4,MG1655,3-HP,100,4,0.148
0,1,89,8,5,MG1655,3-HP,40,4,0.159
0,1,90,8,6,MG1655,3-HP,20,4,0.148
0,1,91,8,7,medium,3-HP,300,4,0.15
0,1,92,8,8,MG1655,LA,300,4,0.157
0,1,93,8,9,MG1655,LA,200,4,0.151
0,1,94,8,10,MG1655,LA,100,4,0.14
0,1,95,8,11,MG1655,LA,40,4,0.149
0,1,96,8,12,MG1655,LA,20,4,0.147
0.333333333333333,2,1,1,1,W,None,0,1,0.144
0.333333333333333,2,2,1,2,W,3-HP,300,1,0.141
0.333333333333333,2,3,1,3,W,3-HP,200,1,0.158
0.333333333333333,2,4,1,4,W,3-HP,100,1,0.167
0.333333333333333,2,5,1,5,W,3-HP,40,1,0.147
0.333333333333333,2,6,1,6,W,3-HP,20,1,0.144
0.333333333333333,2,7,1,7,medium,None,0,1,0.154
0.333333333333333,2,8,1,8,W,LA,300,1,0.144
0.333333333333333,2,9,1,9,W,LA,200,1,0.14
0.333333333333333,2,10,1,10,W,LA,100,1,0.289
0.333333333333333,2,11,1,11,W,LA,40,1,0.147
0.333333333333333,2,12,1,12,W,LA,20,1,0.145
0.333333333333333,2,13,2,1,W,None,0,2,0.156
0.333333333333333,2,14,2,2,W,3-HP,300,2,0.141
0.333333333333333,2,15,2,3,W,3-HP,200,2,0.151
0.333333333333333,2,16,2,4,W,3-HP,100,2,0.144
0.333333333333333,2,17,2,5,W,3-HP,40,2,0.144
0.333333333333333,2,18,2,6,W,3-HP,20,2,0.145
0.333333333333333,2,19,2,7,medium,None,0,2,0.142
0.333333333333333,2,20,2,8,W,LA,300,2,0.15
0.333333333333333,2,21,2,9,W,LA,200,2,0.147
0.333333333333333,2,22,2,10,W,LA,100,2,0.144
0.333333333333333,2,23,2,11,W,LA,40,2,0.155
0.333333333333333,2,24,2,12,W,LA,20,2,0.148
0.333333333333333,2,25,3,1,W,None,0,3,0.148
0.333333333333333,2,26,3,2,W,3-HP,300,3,0.143
0.333333333333333,2,27,3,3,W,3-HP,200,3,0.147
0.333333333333333,2,28,3,4,W,3-HP,100,3,0.155
0.333333333333333,2,29,3,5,W,3-HP,40,3,0.141
0.333333333333333,2,30,3,6,W,3-HP,20,3,0.137
0.333333333333333,2,31,3,7,medium,None,0,3,0.141
0.333333333333333,2,32,3,8,W,LA,300,3,0.15
0.333333333333333,2,33,3,9,W,LA,200,3,0.157
0.333333333333333,2,34,3,10,W,LA,100,3,0.144
0.333333333333333,2,35,3,11,W,LA,40,3,0.153
0.333333333333333,2,36,3,12,W,LA,20,3,0.156
0.333333333333333,2,37,4,1,W,None,0,4,0.156
0.333333333333333,2,38,4,2,W,3-HP,300,4,0.148
0.333333333333333,2,39,4,3,W,3-HP,200,4,0.142
0.333333333333333,2,40,4,4,W,3-HP,100,4,0.142
0.333333333333333,2,41,4,5,W,3-HP,40,4,0.141
0.333333333333333,2,42,4,6,W,3-HP,20,4,0.146
0.333333333333333,2,43,4,7,medium,None,0,4,0.156
0.333333333333333,2,44,4,8,W,LA,300,4,0.137
0.333333333333333,2,45,4,9,W,LA,200,4,0.147
0.333333333333333,2,46,4,10,W,LA,100,4,0.132
0.333333333333333,2,47,4,11,W,LA,40,4,0.135
0.333333333333333,2,48,4,12,W,LA,20,4,0.155
0.333333333333333,2,49,5,1,MG1655,None,0,1,0.161
0.333333333333333,2,50,5,2,MG1655,3-HP,300,1,0.147
0.333333333333333,2,51,5,3,MG1655,3-HP,200,1,0.145
0.333333333333333,2,52,5,4,MG1655,3-HP,100,1,0.157
0.333333333333333,2,53,5,5,MG1655,3-HP,40,1,0.143
0.333333333333333,2,54,5,6,MG1655,3-HP,20,1,0.145
0.333333333333333,2,55,5,7,medium,3-HP,300,1,0.149
0.333333333333333,2,56,5,8,MG1655,LA,300,1,0.153
0.333333333333333,2,57,5,9,MG1655,LA,200,1,0.15
0.333333333333333,2,58,5,10,MG1655,LA,100,1,0.141
0.333333333333333,2,59,5,11,MG1655,LA,40,1,0.148
0.333333333333333,2,60,5,12,MG1655,LA,20,1,0.145
0.333333333333333,2,61,6,1,MG1655,None,0,2,0.151
0.333333333333333,2,62,6,2,MG1655,3-HP,300,2,0.14
0.333333333333333,2,63,6,3,MG1655,3-HP,200,2,0.145
0.333333333333333,2,64,6,4,MG1655,3-HP,100,2,0.147
0.333333333333333,2,65,6,5,MG1655,3-HP,40,2,0.154
0.333333333333333,2,66,6,6,MG1655,3-HP,20,2,0.148
0.333333333333333,2,67,6,7,medium,3-HP,300,2,0.136
0.333333333333333,2,68,6,8,MG1655,LA,300,2,0.164
0.333333333333333,2,69,6,9,MG1655,LA,200,2,0.146
0.333333333333333,2,70,6,10,MG1655,LA,100,2,0.142
0.333333333333333,2,71,6,11,MG1655,LA,40,2,0.149
0.333333333333333,2,72,6,12,MG1655,LA,20,2,0.148
0.333333333333333,2,73,7,1,MG1655,None,0,3,0.157
0.333333333333333,2,74,7,2,MG1655,3-HP,300,3,0.146
0.333333333333333,2,75,7,3,MG1655,3-HP,200,3,0.147
0.333333333333333,2,76,7,4,MG1655,3-HP,100,3,0.152
0.333333333333333,2,77,7,5,MG1655,3-HP,40,3,0.158
0.333333333333333,2,78,7,6,MG1655,3-HP,20,3,0.154
0.333333333333333,2,79,7,7,medium,3-HP,300,3,0.153
0.333333333333333,2,80,7,8,MG1655,LA,300,3,0.139
0.333333333333333,2,81,7,9,MG1655,LA,200,3,0.149
0.333333333333333,2,82,7,10,MG1655,LA,100,3,0.15
0.333333333333333,2,83,7,11,MG1655,LA,40,3,0.148
0.333333333333333,2,84,7,12,MG1655,LA,20,3,0.154
0.333333333333333,2,85,8,1,MG1655,None,0,4,0.153
0.333333333333333,2,86,8,2,MG1655,3-HP,300,4,0.154
0.333333333333333,2,87,8,3,MG1655,3-HP,200,4,0.14
0.333333333333333,2,88,8,4,MG1655,3-HP,100,4,0.148
0.333333333333333,2,89,8,5,MG1655,3-HP,40,4,0.159
0.333333333333333,2,90,8,6,MG1655,3-HP,20,4,0.148
0.333333333333333,2,91,8,7,medium,3-HP,300,4,0.15
0.333333333333333,2,92,8,8,MG1655,LA,300,4,0.156
0.333333333333333,2,93,8,9,MG1655,LA,200,4,0.151
0.333333333333333,2,94,8,10,MG1655,LA,100,4,0.14
0.333333333333333,2,95,8,11,MG1655,LA,40,4,0.149
0.333333333333333,2,96,8,12,MG1655,LA,20,4,0.147
0.666666666666667,3,1,1,1,W,None,0,1,0.144
0.666666666666667,3,2,1,2,W,3-HP,300,1,0.141
0.666666666666667,3,3,1,3,W,3-HP,200,1,0.158
0.666666666666667,3,4,1,4,W,3-HP,100,1,0.167
0.666666666666667,3,5,1,5,W,3-HP,40,1,0.147
0.666666666666667,3,6,1,6,W,3-HP,20,1,0.144
0.666666666666667,3,7,1,7,medium,None,0,1,0.153
0.666666666666667,3,8,1,8,W,LA,300,1,0.143
0.666666666666667,3,9,1,9,W,LA,200,1,0.14
0.666666666666667,3,10,1,10,W,LA,100,1,0.292
0.666666666666667,3,11,1,11,W,LA,40,1,0.147
0.666666666666667,3,12,1,12,W,LA,20,1,0.145
0.666666666666667,3,13,2,1,W,None,0,2,0.156
0.666666666666667,3,14,2,2,W,3-HP,300,2,0.141
0.666666666666667,3,15,2,3,W,3-HP,200,2,0.15
0.666666666666667,3,16,2,4,W,3-HP,100,2,0.143
0.666666666666667,3,17,2,5,W,3-HP,40,2,0.144
0.666666666666667,3,18,2,6,W,3-HP,20,2,0.145
0.666666666666667,3,19,2,7,medium,None,0,2,0.141
0.666666666666667,3,20,2,8,W,LA,300,2,0.149
0.666666666666667,3,21,2,9,W,LA,200,2,0.147
0.666666666666667,3,22,2,10,W,LA,100,2,0.144
0.666666666666667,3,23,2,11,W,LA,40,2,0.155
0.666666666666667,3,24,2,12,W,LA,20,2,0.148
0.666666666666667,3,25,3,1,W,None,0,3,0.148
0.666666666666667,3,26,3,2,W,3-HP,300,3,0.143
0.666666666666667,3,27,3,3,W,3-HP,200,3,0.147
0.666666666666667,3,28,3,4,W,3-HP,100,3,0.154
0.666666666666667,3,29,3,5,W,3-HP,40,3,0.141
0.666666666666667,3,30,3,6,W,3-HP,20,3,0.137
0.666666666666667,3,31,3,7,medium,None,0,3,0.141
0.666666666666667,3,32,3,8,W,LA,300,3,0.15
0.666666666666667,3,33,3,9,W,LA,200,3,0.156
0.666666666666667,3,34,3,10,W,LA,100,3,0.143
0.666666666666667,3,35,3,11,W,LA,40,3,0.153
0.666666666666667,3,36,3,12,W,LA,20,3,0.155
0.666666666666667,3,37,4,1,W,None,0,4,0.155
0.666666666666667,3,38,4,2,W,3-HP,300,4,0.148
0.666666666666667,3,39,4,3,W,3-HP,200,4,0.142
0.666666666666667,3,40,4,4,W,3-HP,100,4,0.142
0.666666666666667,3,41,4,5,W,3-HP,40,4,0.141
0.666666666666667,3,42,4,6,W,3-HP,20,4,0.147
0.666666666666667,3,43,4,7,medium,None,0,4,0.156
0.666666666666667,3,44,4,8,W,LA,300,4,0.137
0.666666666666667,3,45,4,9,W,LA,200,4,0.147
0.666666666666667,3,46,4,10,W,LA,100,4,0.132
0.666666666666667,3,47,4,11,W,LA,40,4,0.134
0.666666666666667,3,48,4,12,W,LA,20,4,0.155
0.666666666666667,3,49,5,1,MG1655,None,0,1,0.162
0.666666666666667,3,50,5,2,MG1655,3-HP,300,1,0.147
0.666666666666667,3,51,5,3,MG1655,3-HP,200,1,0.145
0.666666666666667,3,52,5,4,MG1655,3-HP,100,1,0.156
0.666666666666667,3,53,5,5,MG1655,3-HP,40,1,0.142
0.666666666666667,3,54,5,6,MG1655,3-HP,20,1,0.146
0.666666666666667,3,55,5,7,medium,3-HP,300,1,0.148
0.666666666666667,3,56,5,8,MG1655,LA,300,1,0.153
0.666666666666667,3,57,5,9,MG1655,LA,200,1,0.15
0.666666666666667,3,58,5,10,MG1655,LA,100,1,0.141
0.666666666666667,3,59,5,11,MG1655,LA,40,1,0.148
0.666666666666667,3,60,5,12,MG1655,LA,20,1,0.145
0.666666666666667,3,61,6,1,MG1655,None,0,2,0.152
0.666666666666667,3,62,6,2,MG1655,3-HP,300,2,0.14
0.666666666666667,3,63,6,3,MG1655,3-HP,200,2,0.145
0.666666666666667,3,64,6,4,MG1655,3-HP,100,2,0.147
0.666666666666667,3,65,6,5,MG1655,3-HP,40,2,0.154
0.666666666666667,3,66,6,6,MG1655,3-HP,20,2,0.148
0.666666666666667,3,67,6,7,medium,3-HP,300,2,0.136
0.666666666666667,3,68,6,8,MG1655,LA,300,2,0.163
0.666666666666667,3,69,6,9,MG1655,LA,200,2,0.146
0.666666666666667,3,70,6,10,MG1655,LA,100,2,0.141
0.666666666666667,3,71,6,11,MG1655,LA,40,2,0.149
0.666666666666667,3,72,6,12,MG1655,LA,20,2,0.147
0.666666666666667,3,73,7,1,MG1655,None,0,3,0.158
0.666666666666667,3,74,7,2,MG1655,3-HP,300,3,0.145
0.666666666666667,3,75,7,3,MG1655,3-HP,200,3,0.146
0.666666666666667,3,76,7,4,MG1655,3-HP,100,3,0.152
0.666666666666667,3,77,7,5,MG1655,3-HP,40,3,0.158
0.666666666666667,3,78,7,6,MG1655,3-HP,20,3,0.153
0.666666666666667,3,79,7,7,medium,3-HP,300,3,0.153
0.666666666666667,3,80,7,8,MG1655,LA,300,3,0.139
0.666666666666667,3,81,7,9,MG1655,LA,200,3,0.149
0.666666666666667,3,82,7,10,MG1655,LA,100,3,0.15
0.666666666666667,3,83,7,11,MG1655,LA,40,3,0.148
0.666666666666667,3,84,7,12,MG1655,LA,20,3,0.154
0.666666666666667,3,85,8,1,MG1655,None,0,4,0.153
0.666666666666667,3,86,8,2,MG1655,3-HP,300,4,0.154
0.666666666666667,3,87,8,3,MG1655,3-HP,200,4,0.14
0.666666666666667,3,88,8,4,MG1655,3-HP,100,4,0.148
0.666666666666667,3,89,8,5,MG1655,3-HP,40,4,0.158
0.666666666666667,3,90,8,6,MG1655,3-HP,20,4,0.148
0.666666666666667,3,91,8,7,medium,3-HP,300,4,0.149
0.666666666666667,3,92,8,8,MG1655,LA,300,4,0.156
0.666666666666667,3,93,8,9,MG1655,LA,200,4,0.15
0.666666666666667,3,94,8,10,MG1655,LA,100,4,0.139
0.666666666666667,3,95,8,11,MG1655,LA,40,4,0.148
0.666666666666667,3,96,8,12,MG1655,LA,20,4,0.147
1,4,1,1,1,W,None,0,1,0.144
1,4,2,1,2,W,3-HP,300,1,0.141
1,4,3,1,3,W,3-HP,200,1,0.158
1,4,4,1,4,W,3-HP,100,1,0.167
1,4,5,1,5,W,3-HP,40,1,0.147
1,4,6,1,6,W,3-HP,20,1,0.144
1,4,7,1,7,medium,None,0,1,0.153
1,4,8,1,8,W,LA,300,1,0.143
1,4,9,1,9,W,LA,200,1,0.14
1,4,10,1,10,W,LA,100,1,0.294
1,4,11,1,11,W,LA,40,1,0.146
1,4,12,1,12,W,LA,20,1,0.145
1,4,13,2,1,W,None,0,2,0.155
1,4,14,2,2,W,3-HP,300,2,0.141
1,4,15,2,3,W,3-HP,200,2,0.15
1,4,16,2,4,W,3-HP,100,2,0.143
1,4,17,2,5,W,3-HP,40,2,0.143
1,4,18,2,6,W,3-HP,20,2,0.144
1,4,19,2,7,medium,None,0,2,0.141
1,4,20,2,8,W,LA,300,2,0.148
1,4,21,2,9,W,LA,200,2,0.147
1,4,22,2,10,W,LA,100,2,0.144
1,4,23,2,11,W,LA,40,2,0.155
1,4,24,2,12,W,LA,20,2,0.147
1,4,25,3,1,W,None,0,3,0.148
1,4,26,3,2,W,3-HP,300,3,0.143
1,4,27,3,3,W,3-HP,200,3,0.147
1,4,28,3,4,W,3-HP,100,3,0.154
1,4,29,3,5,W,3-HP,40,3,0.141
1,4,30,3,6,W,3-HP,20,3,0.137
1,4,31,3,7,medium,None,0,3,0.141
1,4,32,3,8,W,LA,300,3,0.15
1,4,33,3,9,W,LA,200,3,0.156
1,4,34,3,10,W,LA,100,3,0.143
1,4,35,3,11,W,LA,40,3,0.152
1,4,36,3,12,W,LA,20,3,0.155
1,4,37,4,1,W,None,0,4,0.155
1,4,38,4,2,W,3-HP,300,4,0.148
1,4,39,4,3,W,3-HP,200,4,0.142
1,4,40,4,4,W,3-HP,100,4,0.141
1,4,41,4,5,W,3-HP,40,4,0.141
1,4,42,4,6,W,3-HP,20,4,0.146
1,4,43,4,7,medium,None,0,4,0.156
1,4,44,4,8,W,LA,300,4,0.137
1,4,45,4,9,W,LA,200,4,0.147
1,4,46,4,10,W,LA,100,4,0.132
1,4,47,4,11,W,LA,40,4,0.134
1,4,48,4,12,W,LA,20,4,0.155
1,4,49,5,1,MG1655,None,0,1,0.163
1,4,50,5,2,MG1655,3-HP,300,1,0.147
1,4,51,5,3,MG1655,3-HP,200,1,0.145
1,4,52,5,4,MG1655,3-HP,100,1,0.156
1,4,53,5,5,MG1655,3-HP,40,1,0.142
1,4,54,5,6,MG1655,3-HP,20,1,0.146
1,4,55,5,7,medium,3-HP,300,1,0.147
1,4,56,5,8,MG1655,LA,300,1,0.153
1,4,57,5,9,MG1655,LA,200,1,0.15
1,4,58,5,10,MG1655,LA,100,1,0.141
1,4,59,5,11,MG1655,LA,40,1,0.148
1,4,60,5,12,MG1655,LA,20,1,0.144
1,4,61,6,1,MG1655,None,0,2,0.154
1,4,62,6,2,MG1655,3-HP,300,2,0.14
1,4,63,6,3,MG1655,3-HP,200,2,0.145
1,4,64,6,4,MG1655,3-HP,100,2,0.147
1,4,65,6,5,MG1655,3-HP,40,2,0.153
1,4,66,6,6,MG1655,3-HP,20,2,0.148
1,4,67,6,7,medium,3-HP,300,2,0.136
1,4,68,6,8,MG1655,LA,300,2,0.163
1,4,69,6,9,MG1655,LA,200,2,0.146
1,4,70,6,10,MG1655,LA,100,2,0.141
1,4,71,6,11,MG1655,LA,40,2,0.148
1,4,72,6,12,MG1655,LA,20,2,0.147
1,4,73,7,1,MG1655,None,0,3,0.16
1,4,74,7,2,MG1655,3-HP,300,3,0.145
1,4,75,7,3,MG1655,3-HP,200,3,0.146
1,4,76,7,4,MG1655,3-HP,100,3,0.152
1,4,77,7,5,MG1655,3-HP,40,3,0.158
1,4,78,7,6,MG1655,3-HP,20,3,0.153
1,4,79,7,7,medium,3-HP,300,3,0.153
1,4,80,7,8,MG1655,LA,300,3,0.138
1,4,81,7,9,MG1655,LA,200,3,0.148
1,4,82,7,10,MG1655,LA,100,3,0.149
1,4,83,7,11,MG1655,LA,40,3,0.148
1,4,84,7,12,MG1655,LA,20,3,0.153
1,4,85,8,1,MG1655,None,0,4,0.153
1,4,86,8,2,MG1655,3-HP,300,4,0.154
1,4,87,8,3,MG1655,3-HP,200,4,0.14
1,4,88,8,4,MG1655,3-HP,100,4,0.148
1,4,89,8,5,MG1655,3-HP,40,4,0.157
1,4,90,8,6,MG1655,3-HP,20,4,0.148
1,4,91,8,7,medium,3-HP,300,4,0.149
1,4,92,8,8,MG1655,LA,300,4,0.156
1,4,93,8,9,MG1655,LA,200,4,0.15
1,4,94,8,10,MG1655,LA,100,4,0.139
1,4,95,8,11,MG1655,LA,40,4,0.148
1,4,96,8,12,MG1655,LA,20,4,0.147
1.33333333333333,5,1,1,1,W,None,0,1,0.143
1.33333333333333,5,2,1,2,W,3-HP,300,1,0.141
1.33333333333333,5,3,1,3,W,3-HP,200,1,0.157
1.33333333333333,5,4,1,4,W,3-HP,100,1,0.166
1.33333333333333,5,5,1,5,W,3-HP,40,1,0.146
1.33333333333333,5,6,1,6,W,3-HP,20,1,0.144
1.33333333333333,5,7,1,7,medium,None,0,1,0.152
1.33333333333333,5,8,1,8,W,LA,300,1,0.143
1.33333333333333,5,9,1,9,W,LA,200,1,0.14
1.33333333333333,5,10,1,10,W,LA,100,1,0.296
1.33333333333333,5,11,1,11,W,LA,40,1,0.146
1.33333333333333,5,12,1,12,W,LA,20,1,0.144
1.33333333333333,5,13,2,1,W,None,0,2,0.154
1.33333333333333,5,14,2,2,W,3-HP,300,2,0.141
1.33333333333333,5,15,2,3,W,3-HP,200,2,0.15
1.33333333333333,5,16,2,4,W,3-HP,100,2,0.143
1.33333333333333,5,17,2,5,W,3-HP,40,2,0.143
1.33333333333333,5,18,2,6,W,3-HP,20,2,0.144
1.33333333333333,5,19,2,7,medium,None,0,2,0.141
1.33333333333333,5,20,2,8,W,LA,300,2,0.146
1.33333333333333,5,21,2,9,W,LA,200,2,0.147
1.33333333333333,5,22,2,10,W,LA,100,2,0.144
1.33333333333333,5,23,2,11,W,LA,40,2,0.155
1.33333333333333,5,24,2,12,W,LA,20,2,0.147
1.33333333333333,5,25,3,1,W,None,0,3,0.147
1.33333333333333,5,26,3,2,W,3-HP,300,3,0.143
1.33333333333333,5,27,3,3,W,3-HP,200,3,0.147
1.33333333333333,5,28,3,4,W,3-HP,100,3,0.154
1.33333333333333,5,29,3,5,W,3-HP,40,3,0.141
1.33333333333333,5,30,3,6,W,3-HP,20,3,0.137
1.33333333333333,5,31,3,7,medium,None,0,3,0.141
1.33333333333333,5,32,3,8,W,LA,300,3,0.15
1.33333333333333,5,33,3,9,W,LA,200,3,0.156
1.33333333333333,5,34,3,10,W,LA,100,3,0.143
1.33333333333333,5,35,3,11,W,LA,40,3,0.152
1.33333333333333,5,36,3,12,W,LA,20,3,0.155
1.33333333333333,5,37,4,1,W,None,0,4,0.154
1.33333333333333,5,38,4,2,W,3-HP,300,4,0.148
1.33333333333333,5,39,4,3,W,3-HP,200,4,0.142
1.33333333333333,5,40,4,4,W,3-HP,100,4,0.141
1.33333333333333,5,41,4,5,W,3-HP,40,4,0.141
1.33333333333333,5,42,4,6,W,3-HP,20,4,0.146
1.33333333333333,5,43,4,7,medium,None,0,4,0.155
1.33333333333333,5,44,4,8,W,LA,300,4,0.136
1.33333333333333,5,45,4,9,W,LA,200,4,0.146
1.33333333333333,5,46,4,10,W,LA,100,4,0.132
1.33333333333333,5,47,4,11,W,LA,40,4,0.134
1.33333333333333,5,48,4,12,W,LA,20,4,0.155
1.33333333333333,5,49,5,1,MG1655,None,0,1,0.164
1.33333333333333,5,50,5,2,MG1655,3-HP,300,1,0.147
1.33333333333333,5,51,5,3,MG1655,3-HP,200,1,0.144
1.33333333333333,5,52,5,4,MG1655,3-HP,100,1,0.156
1.33333333333333,5,53,5,5,MG1655,3-HP,40,1,0.141
1.33333333333333,5,54,5,6,MG1655,3-HP,20,1,0.146
1.33333333333333,5,55,5,7,medium,3-HP,300,1,0.145
1.33333333333333,5,56,5,8,MG1655,LA,300,1,0.152
1.33333333333333,5,57,5,9,MG1655,LA,200,1,0.149
1.33333333333333,5,58,5,10,MG1655,LA,100,1,0.141
1.33333333333333,5,59,5,11,MG1655,LA,40,1,0.147
1.33333333333333,5,60,5,12,MG1655,LA,20,1,0.144
1.33333333333333,5,61,6,1,MG1655,None,0,2,0.156
1.33333333333333,5,62,6,2,MG1655,3-HP,300,2,0.139
1.33333333333333,5,63,6,3,MG1655,3-HP,200,2,0.145
1.33333333333333,5,64,6,4,MG1655,3-HP,100,2,0.147
1.33333333333333,5,65,6,5,MG1655,3-HP,40,2,0.153
1.33333333333333,5,66,6,6,MG1655,3-HP,20,2,0.148
1.33333333333333,5,67,6,7,medium,3-HP,300,2,0.136
1.33333333333333,5,68,6,8,MG1655,LA,300,2,0.162
1.33333333333333,5,69,6,9,MG1655,LA,200,2,0.146
1.33333333333333,5,70,6,10,MG1655,LA,100,2,0.141
1.33333333333333,5,71,6,11,MG1655,LA,40,2,0.15
1.33333333333333,5,72,6,12,MG1655,LA,20,2,0.147
1.33333333333333,5,73,7,1,MG1655,None,0,3,0.162
1.33333333333333,5,74,7,2,MG1655,3-HP,300,3,0.145
1.33333333333333,5,75,7,3,MG1655,3-HP,200,3,0.146
1.33333333333333,5,76,7,4,MG1655,3-HP,100,3,0.151
1.33333333333333,5,77,7,5,MG1655,3-HP,40,3,0.157
1.33333333333333,5,78,7,6,MG1655,3-HP,20,3,0.153
1.33333333333333,5,79,7,7,medium,3-HP,300,3,0.152
1.33333333333333,5,80,7,8,MG1655,LA,300,3,0.138
1.33333333333333,5,81,7,9,MG1655,LA,200,3,0.148
1.33333333333333,5,82,7,10,MG1655,LA,100,3,0.147
1.33333333333333,5,83,7,11,MG1655,LA,40,3,0.147
1.33333333333333,5,84,7,12,MG1655,LA,20,3,0.153
1.33333333333333,5,85,8,1,MG1655,None,0,4,0.154
1.33333333333333,5,86,8,2,MG1655,3-HP,300,4,0.153
1.33333333333333,5,87,8,3,MG1655,3-HP,200,4,0.14
1.33333333333333,5,88,8,4,MG1655,3-HP,100,4,0.148
1.33333333333333,5,89,8,5,MG1655,3-HP,40,4,0.157
1.33333333333333,5,90,8,6,MG1655,3-HP,20,4,0.148
1.33333333333333,5,91,8,7,medium,3-HP,300,4,0.149
1.33333333333333,5,92,8,8,MG1655,LA,300,4,0.155
1.33333333333333,5,93,8,9,MG1655,LA,200,4,0.15
1.33333333333333,5,94,8,10,MG1655,LA,100,4,0.139
1.33333333333333,5,95,8,11,MG1655,LA,40,4,0.147
1.33333333333333,5,96,8,12,MG1655,LA,20,4,0.147
1.66666666666667,6,1,1,1,W,None,0,1,0.143
1.66666666666667,6,2,1,2,W,3-HP,300,1,0.141
1.66666666666667,6,3,1,3,W,3-HP,200,1,0.157
