time,sample,well,row,col,strain,mol_ID,mol_conc,replicate,OD
7.66666666666667,24,81,7,9,MG1655,LA,200,3,0.147
7.66666666666667,24,82,7,10,MG1655,LA,100,3,0.142
7.66666666666667,24,83,7,11,MG1655,LA,40,3,0.146
7.66666666666667,24,84,7,12,MG1655,LA,20,3,0.153
7.66666666666667,24,85,8,1,MG1655,None,0,4,0.279
7.66666666666667,24,86,8,2,MG1655,3-HP,300,4,0.151
7.66666666666667,24,87,8,3,MG1655,3-HP,200,4,0.139
7.66666666666667,24,88,8,4,MG1655,3-HP,100,4,0.146
7.66666666666667,24,89,8,5,MG1655,3-HP,40,4,0.154
7.66666666666667,24,90,8,6,MG1655,3-HP,20,4,0.162
7.66666666666667,24,91,8,7,medium,3-HP,300,4,0.147
7.66666666666667,24,92,8,8,MG1655,LA,300,4,0.153
7.66666666666667,24,93,8,9,MG1655,LA,200,4,0.148
7.66666666666667,24,94,8,10,MG1655,LA,100,4,0.138
7.66666666666667,24,95,8,11,MG1655,LA,40,4,0.146
7.66666666666667,24,96,8,12,MG1655,LA,20,4,0.146
8,25,1,1,1,W,None,0,1,0.142
8,25,2,1,2,W,3-HP,300,1,0.139
8,25,3,1,3,W,3-HP,200,1,0.156
8,25,4,1,4,W,3-HP,100,1,0.162
8,25,5,1,5,W,3-HP,40,1,0.145
8,25,6,1,6,W,3-HP,20,1,0.143
8,25,7,1,7,medium,None,0,1,0.15
8,25,8,1,8,W,LA,300,1,0.142
8,25,9,1,9,W,LA,200,1,0.138
8,25,10,1,10,W,LA,100,1,0.311
8,25,11,1,11,W,LA,40,1,0.146
8,25,12,1,12,W,LA,20,1,0.144
8,25,13,2,1,W,None,0,2,0.151
8,25,14,2,2,W,3-HP,300,2,0.139
8,25,15,2,3,W,3-HP,200,2,0.148
8,25,16,2,4,W,3-HP,100,2,0.143
8,25,17,2,5,W,3-HP,40,2,0.142
8,25,18,2,6,W,3-HP,20,2,0.144
8,25,19,2,7,medium,None,0,2,0.142
8,25,20,2,8,W,LA,300,2,0.143
8,25,21,2,9,W,LA,200,2,0.146
8,25,22,2,10,W,LA,100,2,0.144
8,25,23,2,11,W,LA,40,2,0.153
8,25,24,2,12,W,LA,20,2,0.147
8,25,25,3,1,W,None,0,3,0.144
8,25,26,3,2,W,3-HP,300,3,0.14
8,25,27,3,3,W,3-HP,200,3,0.147
8,25,28,3,4,W,3-HP,100,3,0.154
8,25,29,3,5,W,3-HP,40,3,0.14
8,25,30,3,6,W,3-HP,20,3,0.138
8,25,31,3,7,medium,None,0,3,0.139
8,25,32,3,8,W,LA,300,3,0.147
8,25,33,3,9,W,LA,200,3,0.154
8,25,34,3,10,W,LA,100,3,0.143
8,25,35,3,11,W,LA,40,3,0.151
8,25,36,3,12,W,LA,20,3,0.155
8,25,37,4,1,W,None,0,4,0.151
8,25,38,4,2,W,3-HP,300,4,0.148
8,25,39,4,3,W,3-HP,200,4,0.142
8,25,40,4,4,W,3-HP,100,4,0.141
8,25,41,4,5,W,3-HP,40,4,0.14
8,25,42,4,6,W,3-HP,20,4,0.145
8,25,43,4,7,medium,None,0,4,0.155
8,25,44,4,8,W,LA,300,4,0.136
8,25,45,4,9,W,LA,200,4,0.146
8,25,46,4,10,W,LA,100,4,0.131
8,25,47,4,11,W,LA,40,4,0.132
8,25,48,4,12,W,LA,20,4,0.154
8,25,49,5,1,MG1655,None,0,1,0.328
8,25,50,5,2,MG1655,3-HP,300,1,0.144
8,25,51,5,3,MG1655,3-HP,200,1,0.144
8,25,52,5,4,MG1655,3-HP,100,1,0.155
8,25,53,5,5,MG1655,3-HP,40,1,0.141
8,25,54,5,6,MG1655,3-HP,20,1,0.146
8,25,55,5,7,medium,3-HP,300,1,0.145
8,25,56,5,8,MG1655,LA,300,1,0.149
8,25,57,5,9,MG1655,LA,200,1,0.148
8,25,58,5,10,MG1655,LA,100,1,0.14
8,25,59,5,11,MG1655,LA,40,1,0.145
8,25,60,5,12,MG1655,LA,20,1,0.144
8,25,61,6,1,MG1655,None,0,2,0.403
8,25,62,6,2,MG1655,3-HP,300,2,0.139
8,25,63,6,3,MG1655,3-HP,200,2,0.144
8,25,64,6,4,MG1655,3-HP,100,2,0.145
8,25,65,6,5,MG1655,3-HP,40,2,0.152
8,25,66,6,6,MG1655,3-HP,20,2,0.164
8,25,67,6,7,medium,3-HP,300,2,0.136
8,25,68,6,8,MG1655,LA,300,2,0.158
8,25,69,6,9,MG1655,LA,200,2,0.144
8,25,70,6,10,MG1655,LA,100,2,0.14
8,25,71,6,11,MG1655,LA,40,2,0.145
8,25,72,6,12,MG1655,LA,20,2,0.165
8,25,73,7,1,MG1655,None,0,3,0.369
8,25,74,7,2,MG1655,3-HP,300,3,0.144
8,25,75,7,3,MG1655,3-HP,200,3,0.146
8,25,76,7,4,MG1655,3-HP,100,3,0.15
8,25,77,7,5,MG1655,3-HP,40,3,0.155
8,25,78,7,6,MG1655,3-HP,20,3,0.176
8,25,79,7,7,medium,3-HP,300,3,0.151
8,25,80,7,8,MG1655,LA,300,3,0.137
8,25,81,7,9,MG1655,LA,200,3,0.147
8,25,82,7,10,MG1655,LA,100,3,0.142
8,25,83,7,11,MG1655,LA,40,3,0.146
8,25,84,7,12,MG1655,LA,20,3,0.152
8,25,85,8,1,MG1655,None,0,4,0.302
8,25,86,8,2,MG1655,3-HP,300,4,0.151
8,25,87,8,3,MG1655,3-HP,200,4,0.139
8,25,88,8,4,MG1655,3-HP,100,4,0.146
8,25,89,8,5,MG1655,3-HP,40,4,0.154
8,25,90,8,6,MG1655,3-HP,20,4,0.164
8,25,91,8,7,medium,3-HP,300,4,0.147
8,25,92,8,8,MG1655,LA,300,4,0.153
8,25,93,8,9,MG1655,LA,200,4,0.148
8,25,94,8,10,MG1655,LA,100,4,0.138
8,25,95,8,11,MG1655,LA,40,4,0.146
8,25,96,8,12,MG1655,LA,20,4,0.146
8.33333333333333,26,1,1,1,W,None,0,1,0.142
8.33333333333333,26,2,1,2,W,3-HP,300,1,0.139
8.33333333333333,26,3,1,3,W,3-HP,200,1,0.156
8.33333333333333,26,4,1,4,W,3-HP,100,1,0.161
8.33333333333333,26,5,1,5,W,3-HP,40,1,0.145
8.33333333333333,26,6,1,6,W,3-HP,20,1,0.143
8.33333333333333,26,7,1,7,medium,None,0,1,0.15
8.33333333333333,26,8,1,8,W,LA,300,1,0.141
8.33333333333333,26,9,1,9,W,LA,200,1,0.138
8.33333333333333,26,10,1,10,W,LA,100,1,0.31
8.33333333333333,26,11,1,11,W,LA,40,1,0.146
8.33333333333333,26,12,1,12,W,LA,20,1,0.144
8.33333333333333,26,13,2,1,W,None,0,2,0.151
8.33333333333333,26,14,2,2,W,3-HP,300,2,0.139
8.33333333333333,26,15,2,3,W,3-HP,200,2,0.148
8.33333333333333,26,16,2,4,W,3-HP,100,2,0.143
8.33333333333333,26,17,2,5,W,3-HP,40,2,0.14
8.33333333333333,26,18,2,6,W,3-HP,20,2,0.144
8.33333333333333,26,19,2,7,medium,None,0,2,0.142
8.33333333333333,26,20,2,8,W,LA,300,2,0.143
8.33333333333333,26,21,2,9,W,LA,200,2,0.146
8.33333333333333,26,22,2,10,W,LA,100,2,0.143
8.33333333333333,26,23,2,11,W,LA,40,2,0.153
8.33333333333333,26,24,2,12,W,LA,20,2,0.147
8.33333333333333,26,25,3,1,W,None,0,3,0.144
8.33333333333333,26,26,3,2,W,3-HP,300,3,0.14
8.33333333333333,26,27,3,3,W,3-HP,200,3,0.147
8.33333333333333,26,28,3,4,W,3-HP,100,3,0.154
8.33333333333333,26,29,3,5,W,3-HP,40,3,0.14
8.33333333333333,26,30,3,6,W,3-HP,20,3,0.138
8.33333333333333,26,31,3,7,medium,None,0,3,0.139
8.33333333333333,26,32,3,8,W,LA,300,3,0.147
8.33333333333333,26,33,3,9,W,LA,200,3,0.153
8.33333333333333,26,34,3,10,W,LA,100,3,0.143
8.33333333333333,26,35,3,11,W,LA,40,3,0.151
8.33333333333333,26,36,3,12,W,LA,20,3,0.154
8.33333333333333,26,37,4,1,W,None,0,4,0.151
8.33333333333333,26,38,4,2,W,3-HP,300,4,0.148
8.33333333333333,26,39,4,3,W,3-HP,200,4,0.142
8.33333333333333,26,40,4,4,W,3-HP,100,4,0.141
8.33333333333333,26,41,4,5,W,3-HP,40,4,0.14
8.33333333333333,26,42,4,6,W,3-HP,20,4,0.145
8.33333333333333,26,43,4,7,medium,None,0,4,0.155
8.33333333333333,26,44,4,8,W,LA,300,4,0.135
8.33333333333333,26,45,4,9,W,LA,200,4,0.145
8.33333333333333,26,46,4,10,W,LA,100,4,0.131
8.33333333333333,26,47,4,11,W,LA,40,4,0.132
8.33333333333333,26,48,4,12,W,LA,20,4,0.153
8.33333333333333,26,49,5,1,MG1655,None,0,1,0.354
8.33333333333333,26,50,5,2,MG1655,3-HP,300,1,0.144
8.33333333333333,26,51,5,3,MG1655,3-HP,200,1,0.144
8.33333333333333,26,52,5,4,MG1655,3-HP,100,1,0.155
8.33333333333333,26,53,5,5,MG1655,3-HP,40,1,0.141
8.33333333333333,26,54,5,6,MG1655,3-HP,20,1,0.146
8.33333333333333,26,55,5,7,medium,3-HP,300,1,0.145
8.33333333333333,26,56,5,8,MG1655,LA,300,1,0.149
8.33333333333333,26,57,5,9,MG1655,LA,200,1,0.148
8.33333333333333,26,58,5,10,MG1655,LA,100,1,0.14
8.33333333333333,26,59,5,11,MG1655,LA,40,1,0.145
8.33333333333333,26,60,5,12,MG1655,LA,20,1,0.144
8.33333333333333,26,61,6,1,MG1655,None,0,2,0.438
8.33333333333333,26,62,6,2,MG1655,3-HP,300,2,0.139
8.33333333333333,26,63,6,3,MG1655,3-HP,200,2,0.144
8.33333333333333,26,64,6,4,MG1655,3-HP,100,2,0.145
8.33333333333333,26,65,6,5,MG1655,3-HP,40,2,0.152
8.33333333333333,26,66,6,6,MG1655,3-HP,20,2,0.166
8.33333333333333,26,67,6,7,medium,3-HP,300,2,0.136
8.33333333333333,26,68,6,8,MG1655,LA,300,2,0.157
8.33333333333333,26,69,6,9,MG1655,LA,200,2,0.143
8.33333333333333,26,70,6,10,MG1655,LA,100,2,0.14
8.33333333333333,26,71,6,11,MG1655,LA,40,2,0.145
8.33333333333333,26,72,6,12,MG1655,LA,20,2,0.168
8.33333333333333,26,73,7,1,MG1655,None,0,3,0.4
8.33333333333333,26,74,7,2,MG1655,3-HP,300,3,0.144
8.33333333333333,26,75,7,3,MG1655,3-HP,200,3,0.146
8.33333333333333,26,76,7,4,MG1655,3-HP,100,3,0.15
8.33333333333333,26,77,7,5,MG1655,3-HP,40,3,0.155
8.33333333333333,26,78,7,6,MG1655,3-HP,20,3,0.179
8.33333333333333,26,79,7,7,medium,3-HP,300,3,0.151
8.33333333333333,26,80,7,8,MG1655,LA,300,3,0.137
8.33333333333333,26,81,7,9,MG1655,LA,200,3,0.147
8.33333333333333,26,82,7,10,MG1655,LA,100,3,0.142
8.33333333333333,26,83,7,11,MG1655,LA,40,3,0.146
8.33333333333333,26,84,7,12,MG1655,LA,20,3,0.152
8.33333333333333,26,85,8,1,MG1655,None,0,4,0.324
8.33333333333333,26,86,8,2,MG1655,3-HP,300,4,0.151
8.33333333333333,26,87,8,3,MG1655,3-HP,200,4,0.139
8.33333333333333,26,88,8,4,MG1655,3-HP,100,4,0.146
8.33333333333333,26,89,8,5,MG1655,3-HP,40,4,0.154
8.33333333333333,26,90,8,6,MG1655,3-HP,20,4,0.166
8.33333333333333,26,91,8,7,medium,3-HP,300,4,0.146
8.33333333333333,26,92,8,8,MG1655,LA,300,4,0.153
8.33333333333333,26,93,8,9,MG1655,LA,200,4,0.148
8.33333333333333,26,94,8,10,MG1655,LA,100,4,0.138
8.33333333333333,26,95,8,11,MG1655,LA,40,4,0.146
8.33333333333333,26,96,8,12,MG1655,LA,20,4,0.146
8.66666666666667,27,1,1,1,W,None,0,1,0.143
8.66666666666667,27,2,1,2,W,3-HP,300,1,0.139
8.66666666666667,27,3,1,3,W,3-HP,200,1,0.156
8.66666666666667,27,4,1,4,W,3-HP,100,1,0.161
8.66666666666667,27,5,1,5,W,3-HP,40,1,0.145
8.66666666666667,27,6,1,6,W,3-HP,20,1,0.143
8.66666666666667,27,7,1,7,medium,None,0,1,0.15
8.66666666666667,27,8,1,8,W,LA,300,1,0.142
8.66666666666667,27,9,1,9,W,LA,200,1,0.138
8.66666666666667,27,10,1,10,W,LA,100,1,0.31
8.66666666666667,27,11,1,11,W,LA,40,1,0.146
8.66666666666667,27,12,1,12,W,LA,20,1,0.144
8.66666666666667,27,13,2,1,W,None,0,2,0.151
8.66666666666667,27,14,2,2,W,3-HP,300,2,0.139
8.66666666666667,27,15,2,3,W,3-HP,200,2,0.148
8.66666666666667,27,16,2,4,W,3-HP,100,2,0.144
8.66666666666667,27,17,2,5,W,3-HP,40,2,0.142
8.66666666666667,27,18,2,6,W,3-HP,20,2,0.144
8.66666666666667,27,19,2,7,medium,None,0,2,0.142
8.66666666666667,27,20,2,8,W,LA,300,2,0.143
8.66666666666667,27,21,2,9,W,LA,200,2,0.146
8.66666666666667,27,22,2,10,W,LA,100,2,0.144
8.66666666666667,27,23,2,11,W,LA,40,2,0.152
8.66666666666667,27,24,2,12,W,LA,20,2,0.148
8.66666666666667,27,25,3,1,W,None,0,3,0.144
8.66666666666667,27,26,3,2,W,3-HP,300,3,0.14
8.66666666666667,27,27,3,3,W,3-HP,200,3,0.147
8.66666666666667,27,28,3,4,W,3-HP,100,3,0.155
8.66666666666667,27,29,3,5,W,3-HP,40,3,0.14
8.66666666666667,27,30,3,6,W,3-HP,20,3,0.138
8.66666666666667,27,31,3,7,medium,None,0,3,0.139
8.66666666666667,27,32,3,8,W,LA,300,3,0.147
8.66666666666667,27,33,3,9,W,LA,200,3,0.154
8.66666666666667,27,34,3,10,W,LA,100,3,0.143
8.66666666666667,27,35,3,11,W,LA,40,3,0.151
8.66666666666667,27,36,3,12,W,LA,20,3,0.154
8.66666666666667,27,37,4,1,W,None,0,4,0.151
8.66666666666667,27,38,4,2,W,3-HP,300,4,0.148
8.66666666666667,27,39,4,3,W,3-HP,200,4,0.142
8.66666666666667,27,40,4,4,W,3-HP,100,4,0.142
8.66666666666667,27,41,4,5,W,3-HP,40,4,0.14
8.66666666666667,27,42,4,6,W,3-HP,20,4,0.146
8.66666666666667,27,43,4,7,medium,None,0,4,0.156
8.66666666666667,27,44,4,8,W,LA,300,4,0.136
8.66666666666667,27,45,4,9,W,LA,200,4,0.146
8.66666666666667,27,46,4,10,W,LA,100,4,0.131
8.66666666666667,27,47,4,11,W,LA,40,4,0.133
8.66666666666667,27,48,4,12,W,LA,20,4,0.154
8.66666666666667,27,49,5,1,MG1655,None,0,1,0.383
8.66666666666667,27,50,5,2,MG1655,3-HP,300,1,0.144
8.66666666666667,27,51,5,3,MG1655,3-HP,200,1,0.144
8.66666666666667,27,52,5,4,MG1655,3-HP,100,1,0.155
8.66666666666667,27,53,5,5,MG1655,3-HP,40,1,0.142
8.66666666666667,27,54,5,6,MG1655,3-HP,20,1,0.146
8.66666666666667,27,55,5,7,medium,3-HP,300,1,0.145
8.66666666666667,27,56,5,8,MG1655,LA,300,1,0.149
8.66666666666667,27,57,5,9,MG1655,LA,200,1,0.148
8.66666666666667,27,58,5,10,MG1655,LA,100,1,0.14
8.66666666666667,27,59,5,11,MG1655,LA,40,1,0.145
8.66666666666667,27,60,5,12,MG1655,LA,20,1,0.145
8.66666666666667,27,61,6,1,MG1655,None,0,2,0.475
8.66666666666667,27,62,6,2,MG1655,3-HP,300,2,0.139
8.66666666666667,27,63,6,3,MG1655,3-HP,200,2,0.144
8.66666666666667,27,64,6,4,MG1655,3-HP,100,2,0.145
8.66666666666667,27,65,6,5,MG1655,3-HP,40,2,0.152
8.66666666666667,27,66,6,6,MG1655,3-HP,20,2,0.168
8.66666666666667,27,67,6,7,medium,3-HP,300,2,0.136
8.66666666666667,27,68,6,8,MG1655,LA,300,2,0.157
8.66666666666667,27,69,6,9,MG1655,LA,200,2,0.144
8.66666666666667,27,70,6,10,MG1655,LA,100,2,0.14
8.66666666666667,27,71,6,11,MG1655,LA,40,2,0.145
8.66666666666667,27,72,6,12,MG1655,LA,20,2,0.172
8.66666666666667,27,73,7,1,MG1655,None,0,3,0.433
8.66666666666667,27,74,7,2,MG1655,3-HP,300,3,0.144
8.66666666666667,27,75,7,3,MG1655,3-HP,200,3,0.146
8.66666666666667,27,76,7,4,MG1655,3-HP,100,3,0.15
8.66666666666667,27,77,7,5,MG1655,3-HP,40,3,0.155
8.66666666666667,27,78,7,6,MG1655,3-HP,20,3,0.182
8.66666666666667,27,79,7,7,medium,3-HP,300,3,0.151
8.66666666666667,27,80,7,8,MG1655,LA,300,3,0.137
8.66666666666667,27,81,7,9,MG1655,LA,200,3,0.147
8.66666666666667,27,82,7,10,MG1655,LA,100,3,0.143
8.66666666666667,27,83,7,11,MG1655,LA,40,3,0.146
8.66666666666667,27,84,7,12,MG1655,LA,20,3,0.153
8.66666666666667,27,85,8,1,MG1655,None,0,4,0.35
8.66666666666667,27,86,8,2,MG1655,3-HP,300,4,0.151
8.66666666666667,27,87,8,3,MG1655,3-HP,200,4,0.139
8.66666666666667,27,88,8,4,MG1655,3-HP,100,4,0.146
8.66666666666667,27,89,8,5,MG1655,3-HP,40,4,0.154
8.66666666666667,27,90,8,6,MG1655,3-HP,20,4,0.168
8.66666666666667,27,91,8,7,medium,3-HP,300,4,0.146
8.66666666666667,27,92,8,8,MG1655,LA,300,4,0.153
8.66666666666667,27,93,8,9,MG1655,LA,200,4,0.148
8.66666666666667,27,94,8,10,MG1655,LA,100,4,0.138
8.66666666666667,27,95,8,11,MG1655,LA,40,4,0.146
8.66666666666667,27,96,8,12,MG1655,LA,20,4,0.145
9,28,1,1,1,W,None,0,1,0.142
9,28,2,1,2,W,3-HP,300,1,0.139
9,28,3,1,3,W,3-HP,200,1,0.155
9,28,4,1,4,W,3-HP,100,1,0.161
9,28,5,1,5,W,3-HP,40,1,0.145
9,28,6,1,6,W,3-HP,20,1,0.143
9,28,7,1,7,medium,None,0,1,0.15
9,28,8,1,8,W,LA,300,1,0.141
9,28,9,1,9,W,LA,200,1,0.138
9,28,10,1,10,W,LA,100,1,0.311
9,28,11,1,11,W,LA,40,1,0.146
9,28,12,1,12,W,LA,20,1,0.144
9,28,13,2,1,W,None,0,2,0.151
9,28,14,2,2,W,3-HP,300,2,0.139
9,28,15,2,3,W,3-HP,200,2,0.148
9,28,16,2,4,W,3-HP,100,2,0.143
9,28,17,2,5,W,3-HP,40,2,0.142
9,28,18,2,6,W,3-HP,20,2,0.144
9,28,19,2,7,medium,None,0,2,0.142
9,28,20,2,8,W,LA,300,2,0.143
9,28,21,2,9,W,LA,200,2,0.146
9,28,22,2,10,W,LA,100,2,0.143
9,28,23,2,11,W,LA,40,2,0.152
9,28,24,2,12,W,LA,20,2,0.148
9,28,25,3,1,W,None,0,3,0.143
9,28,26,3,2,W,3-HP,300,3,0.14
9,28,27,3,3,W,3-HP,200,3,0.147
9,28,28,3,4,W,3-HP,100,3,0.154
9,28,29,3,5,W,3-HP,40,3,0.14
9,28,30,3,6,W,3-HP,20,3,0.139
9,28,31,3,7,medium,None,0,3,0.139
9,28,32,3,8,W,LA,300,3,0.146
9,28,33,3,9,W,LA,200,3,0.153
9,28,34,3,10,W,LA,100,3,0.142
9,28,35,3,11,W,LA,40,3,0.151
9,28,36,3,12,W,LA,20,3,0.154
9,28,37,4,1,W,None,0,4,0.151
9,28,38,4,2,W,3-HP,300,4,0.148
9,28,39,4,3,W,3-HP,200,4,0.142
9,28,40,4,4,W,3-HP,100,4,0.142
9,28,41,4,5,W,3-HP,40,4,0.14
9,28,42,4,6,W,3-HP,20,4,0.145
9,28,43,4,7,medium,None,0,4,0.156
9,28,44,4,8,W,LA,300,4,0.135
9,28,45,4,9,W,LA,200,4,0.145
9,28,46,4,10,W,LA,100,4,0.131
9,28,47,4,11,W,LA,40,4,0.133
9,28,48,4,12,W,LA,20,4,0.153
9,28,49,5,1,MG1655,None,0,1,0.415
9,28,50,5,2,MG1655,3-HP,300,1,0.144
9,28,51,5,3,MG1655,3-HP,200,1,0.144
9,28,52,5,4,MG1655,3-HP,100,1,0.155
9,28,53,5,5,MG1655,3-HP,40,1,0.141
9,28,54,5,6,MG1655,3-HP,20,1,0.146
9,28,55,5,7,medium,3-HP,300,1,0.145
9,28,56,5,8,MG1655,LA,300,1,0.148
9,28,57,5,9,MG1655,LA,200,1,0.148
9,28,58,5,10,MG1655,LA,100,1,0.14
9,28,59,5,11,MG1655,LA,40,1,0.145
9,28,60,5,12,MG1655,LA,20,1,0.146
9,28,61,6,1,MG1655,None,0,2,0.514
9,28,62,6,2,MG1655,3-HP,300,2,0.139
9,28,63,6,3,MG1655,3-HP,200,2,0.144
9,28,64,6,4,MG1655,3-HP,100,2,0.145
9,28,65,6,5,MG1655,3-HP,40,2,0.151
9,28,66,6,6,MG1655,3-HP,20,2,0.17
9,28,67,6,7,medium,3-HP,300,2,0.136
9,28,68,6,8,MG1655,LA,300,2,0.157
9,28,69,6,9,MG1655,LA,200,2,0.143
9,28,70,6,10,MG1655,LA,100,2,0.14
9,28,71,6,11,MG1655,LA,40,2,0.145
9,28,72,6,12,MG1655,LA,20,2,0.177
9,28,73,7,1,MG1655,None,0,3,0.47
9,28,74,7,2,MG1655,3-HP,300,3,0.144
9,28,75,7,3,MG1655,3-HP,200,3,0.146
9,28,76,7,4,MG1655,3-HP,100,3,0.15
9,28,77,7,5,MG1655,3-HP,40,3,0.154
9,28,78,7,6,MG1655,3-HP,20,3,0.186
9,28,79,7,7,medium,3-HP,300,3,0.151
9,28,80,7,8,MG1655,LA,300,3,0.138
9,28,81,7,9,MG1655,LA,200,3,0.147
9,28,82,7,10,MG1655,LA,100,3,0.143
9,28,83,7,11,MG1655,LA,40,3,0.145
9,28,84,7,12,MG1655,LA,20,3,0.153
9,28,85,8,1,MG1655,None,0,4,0.381
9,28,86,8,2,MG1655,3-HP,300,4,0.151
9,28,87,8,3,MG1655,3-HP,200,4,0.139
9,28,88,8,4,MG1655,3-HP,100,4,0.146
9,28,89,8,5,MG1655,3-HP,40,4,0.154
9,28,90,8,6,MG1655,3-HP,20,4,0.171
9,28,91,8,7,medium,3-HP,300,4,0.146
9,28,92,8,8,MG1655,LA,300,4,0.153
9,28,93,8,9,MG1655,LA,200,4,0.148
9,28,94,8,10,MG1655,LA,100,4,0.138
9,28,95,8,11,MG1655,LA,40,4,0.146
9,28,96,8,12,MG1655,LA,20,4,0.145
9.33333333333333,29,1,1,1,W,None,0,1,0.142
9.33333333333333,29,2,1,2,W,3-HP,300,1,0.139
9.33333333333333,29,3,1,3,W,3-HP,200,1,0.155
9.33333333333333,29,4,1,4,W,3-HP,100,1,0.161
9.33333333333333,29,5,1,5,W,3-HP,40,1,0.145
9.33333333333333,29,6,1,6,W,3-HP,20,1,0.143
9.33333333333333,29,7,1,7,medium,None,0,1,0.15
9.33333333333333,29,8,1,8,W,LA,300,1,0.141
9.33333333333333,29,9,1,9,W,LA,200,1,0.138
9.33333333333333,29,10,1,10,W,LA,100,1,0.311
9.33333333333333,29,11,1,11,W,LA,40,1,0.146
9.33333333333333,29,12,1,12,W,LA,20,1,0.144
9.33333333333333,29,13,2,1,W,None,0,2,0.151
9.33333333333333,29,14,2,2,W,3-HP,300,2,0.139
9.33333333333333,29,15,2,3,W,3-HP,200,2,0.148
9.33333333333333,29,16,2,4,W,3-HP,100,2,0.143
9.33333333333333,29,17,2,5,W,3-HP,40,2,0.142
9.33333333333333,29,18,2,6,W,3-HP,20,2,0.144
9.33333333333333,29,19,2,7,medium,None,0,2,0.143
9.33333333333333,29,20,2,8,W,LA,300,2,0.143
9.33333333333333,29,21,2,9,W,LA,200,2,0.146
9.33333333333333,29,22,2,10,W,LA,100,2,0.143
9.33333333333333,29,23,2,11,W,LA,40,2,0.152
9.33333333333333,29,24,2,12,W,LA,20,2,0.147
9.33333333333333,29,25,3,1,W,None,0,3,0.143
9.33333333333333,29,26,3,2,W,3-HP,300,3,0.14
9.33333333333333,29,27,3,3,W,3-HP,200,3,0.146
9.33333333333333,29,28,3,4,W,3-HP,100,3,0.154
9.33333333333333,29,29,3,5,W,3-HP,40,3,0.14
9.33333333333333,29,30,3,6,W,3-HP,20,3,0.139
9.33333333333333,29,31,3,7,medium,None,0,3,0.139
9.33333333333333,29,32,3,8,W,LA,300,3,0.147
9.33333333333333,29,33,3,9,W,LA,200,3,0.153
9.33333333333333,29,34,3,10,W,LA,100,3,0.142
9.33333333333333,29,35,3,11,W,LA,40,3,0.151
9.33333333333333,29,36,3,12,W,LA,20,3,0.154
9.33333333333333,29,37,4,1,W,None,0,4,0.15
9.33333333333333,29,38,4,2,W,3-HP,300,4,0.148
9.33333333333333,29,39,4,3,W,3-HP,200,4,0.142
9.33333333333333,29,40,4,4,W,3-HP,100,4,0.141
9.33333333333333,29,41,4,5,W,3-HP,40,4,0.14
9.33333333333333,29,42,4,6,W,3-HP,20,4,0.145
9.33333333333333,29,43,4,7,medium,None,0,4,0.157
9.33333333333333,29,44,4,8,W,LA,300,4,0.136
9.33333333333333,29,45,4,9,W,LA,200,4,0.145
9.33333333333333,29,46,4,10,W,LA,100,4,0.131
9.33333333333333,29,47,4,11,W,LA,40,4,0.133
9.33333333333333,29,48,4,12,W,LA,20,4,0.153
9.33333333333333,29,49,5,1,MG1655,None,0,1,0.449
9.33333333333333,29,50,5,2,MG1655,3-HP,300,1,0.144
9.33333333333333,29,51,5,3,MG1655,3-HP,200,1,0.144
9.33333333333333,29,52,5,4,MG1655,3-HP,100,1,0.155
9.33333333333333,29,53,5,5,MG1655,3-HP,40,1,0.141
9.33333333333333,29,54,5,6,MG1655,3-HP,20,1,0.146
9.33333333333333,29,55,5,7,medium,3-HP,300,1,0.145
9.33333333333333,29,56,5,8,MG1655,LA,300,1,0.148
9.33333333333333,29,57,5,9,MG1655,LA,200,1,0.147
9.33333333333333,29,58,5,10,MG1655,LA,100,1,0.14
9.33333333333333,29,59,5,11,MG1655,LA,40,1,0.145
9.33333333333333,29,60,5,12,MG1655,LA,20,1,0.146
9.33333333333333,29,61,6,1,MG1655,None,0,2,0.553
9.33333333333333,29,62,6,2,MG1655,3-HP,300,2,0.139
9.33333333333333,29,63,6,3,MG1655,3-HP,200,2,0.144
9.33333333333333,29,64,6,4,MG1655,3-HP,100,2,0.145
9.33333333333333,29,65,6,5,MG1655,3-HP,40,2,0.151
9.33333333333333,29,66,6,6,MG1655,3-HP,20,2,0.172
9.33333333333333,29,67,6,7,medium,3-HP,300,2,0.135
9.33333333333333,29,68,6,8,MG1655,LA,300,2,0.157
9.33333333333333,29,69,6,9,MG1655,LA,200,2,0.143
9.33333333333333,29,70,6,10,MG1655,LA,100,2,0.14
9.33333333333333,29,71,6,11,MG1655,LA,40,2,0.145
9.33333333333333,29,72,6,12,MG1655,LA,20,2,0.182
9.33333333333333,29,73,7,1,MG1655,None,0,3,0.507
9.33333333333333,29,74,7,2,MG1655,3-HP,300,3,0.144
9.33333333333333,29,75,7,3,MG1655,3-HP,200,3,0.146
9.33333333333333,29,76,7,4,MG1655,3-HP,100,3,0.15
9.33333333333333,29,77,7,5,MG1655,3-HP,40,3,0.154
9.33333333333333,29,78,7,6,MG1655,3-HP,20,3,0.19
9.33333333333333,29,79,7,7,medium,3-HP,300,3,0.151
9.33333333333333,29,80,7,8,MG1655,LA,300,3,0.137
9.33333333333333,29,81,7,9,MG1655,LA,200,3,0.146
9.33333333333333,29,82,7,10,MG1655,LA,100,3,0.142
9.33333333333333,29,83,7,11,MG1655,LA,40,3,0.145
