cycle,time,well,row,col,temperature,strain,mol_ID,mol_conc,replicate,OD
53,17.3333333333333,F11,6,11,30.1,MG1655,LA,40,2,0.145
53,17.3333333333333,F12,6,12,30.1,MG1655,LA,20,2,0.379
53,17.3333333333333,G1,7,1,30.1,MG1655,None,0,3,0.681
53,17.3333333333333,G2,7,2,30.1,MG1655,3-HP,300,3,0.144
53,17.3333333333333,G3,7,3,30.1,MG1655,3-HP,200,3,0.145
53,17.3333333333333,G4,7,4,30.1,MG1655,3-HP,100,3,0.148
53,17.3333333333333,G5,7,5,30.1,MG1655,3-HP,40,3,0.154
53,17.3333333333333,G6,7,6,30.1,MG1655,3-HP,20,3,0.368
53,17.3333333333333,G7,7,7,30.1,medium,3-HP,300,3,0.15
53,17.3333333333333,G8,7,8,30.1,MG1655,LA,300,3,0.136
53,17.3333333333333,G9,7,9,30.1,MG1655,LA,200,3,0.146
53,17.3333333333333,G10,7,10,30.1,MG1655,LA,100,3,0.141
53,17.3333333333333,G11,7,11,30.1,MG1655,LA,40,3,0.144
53,17.3333333333333,G12,7,12,30.1,MG1655,LA,20,3,0.204
53,17.3333333333333,H1,8,1,30.1,MG1655,None,0,4,0.695
53,17.3333333333333,H2,8,2,30.1,MG1655,3-HP,300,4,0.15
53,17.3333333333333,H3,8,3,30.1,MG1655,3-HP,200,4,0.137
53,17.3333333333333,H4,8,4,30.1,MG1655,3-HP,100,4,0.145
53,17.3333333333333,H5,8,5,30.1,MG1655,3-HP,40,4,0.152
53,17.3333333333333,H6,8,6,30.1,MG1655,3-HP,20,4,0.343
53,17.3333333333333,H7,8,7,30.1,medium,3-HP,300,4,0.145
53,17.3333333333333,H8,8,8,30.1,MG1655,LA,300,4,0.15
53,17.3333333333333,H9,8,9,30.1,MG1655,LA,200,4,0.147
53,17.3333333333333,H10,8,10,30.1,MG1655,LA,100,4,0.138
53,17.3333333333333,H11,8,11,30.1,MG1655,LA,40,4,0.144
53,17.3333333333333,H12,8,12,30.1,MG1655,LA,20,4,0.145
54,17.6666666666667,A1,1,1,30.1,W,None,0,1,0.141
54,17.6666666666667,A2,1,2,30.1,W,3-HP,300,1,0.138
54,17.6666666666667,A3,1,3,30.1,W,3-HP,200,1,0.154
54,17.6666666666667,A4,1,4,30.1,W,3-HP,100,1,0.159
54,17.6666666666667,A5,1,5,30.1,W,3-HP,40,1,0.144
54,17.6666666666667,A6,1,6,30.1,W,3-HP,20,1,0.142
54,17.6666666666667,A7,1,7,30.1,medium,None,0,1,0.148
54,17.6666666666667,A8,1,8,30.1,W,LA,300,1,0.14
54,17.6666666666667,A9,1,9,30.1,W,LA,200,1,0.139
54,17.6666666666667,A10,1,10,30.1,W,LA,100,1,0.315
54,17.6666666666667,A11,1,11,30.1,W,LA,40,1,0.145
54,17.6666666666667,A12,1,12,30.1,W,LA,20,1,0.143
54,17.6666666666667,B1,2,1,30.1,W,None,0,2,0.149
54,17.6666666666667,B2,2,2,30.1,W,3-HP,300,2,0.138
54,17.6666666666667,B3,2,3,30.1,W,3-HP,200,2,0.146
54,17.6666666666667,B4,2,4,30.1,W,3-HP,100,2,0.142
54,17.6666666666667,B5,2,5,30.1,W,3-HP,40,2,0.141
54,17.6666666666667,B6,2,6,30.1,W,3-HP,20,2,0.143
54,17.6666666666667,B7,2,7,30.1,medium,None,0,2,0.143
54,17.6666666666667,B8,2,8,30.1,W,LA,300,2,0.142
54,17.6666666666667,B9,2,9,30.1,W,LA,200,2,0.145
54,17.6666666666667,B10,2,10,30.1,W,LA,100,2,0.141
54,17.6666666666667,B11,2,11,30.1,W,LA,40,2,0.149
54,17.6666666666667,B12,2,12,30.1,W,LA,20,2,0.146
54,17.6666666666667,C1,3,1,30.1,W,None,0,3,0.142
54,17.6666666666667,C2,3,2,30.1,W,3-HP,300,3,0.138
54,17.6666666666667,C3,3,3,30.1,W,3-HP,200,3,0.146
54,17.6666666666667,C4,3,4,30.1,W,3-HP,100,3,0.152
54,17.6666666666667,C5,3,5,30.1,W,3-HP,40,3,0.139
54,17.6666666666667,C6,3,6,30.1,W,3-HP,20,3,0.137
54,17.6666666666667,C7,3,7,30.1,medium,None,0,3,0.138
54,17.6666666666667,C8,3,8,30.1,W,LA,300,3,0.144
54,17.6666666666667,C9,3,9,30.1,W,LA,200,3,0.151
54,17.6666666666667,C10,3,10,30.1,W,LA,100,3,0.141
54,17.6666666666667,C11,3,11,30.1,W,LA,40,3,0.15
54,17.6666666666667,C12,3,12,30.1,W,LA,20,3,0.153
54,17.6666666666667,D1,4,1,30.1,W,None,0,4,0.149
54,17.6666666666667,D2,4,2,30.1,W,3-HP,300,4,0.147
54,17.6666666666667,D3,4,3,30.1,W,3-HP,200,4,0.14
54,17.6666666666667,D4,4,4,30.1,W,3-HP,100,4,0.141
54,17.6666666666667,D5,4,5,30.1,W,3-HP,40,4,0.139
54,17.6666666666667,D6,4,6,30.1,W,3-HP,20,4,0.144
54,17.6666666666667,D7,4,7,30.1,medium,None,0,4,0.167
54,17.6666666666667,D8,4,8,30.1,W,LA,300,4,0.134
54,17.6666666666667,D9,4,9,30.1,W,LA,200,4,0.142
54,17.6666666666667,D10,4,10,30.1,W,LA,100,4,0.13
54,17.6666666666667,D11,4,11,30.1,W,LA,40,4,0.132
54,17.6666666666667,D12,4,12,30.1,W,LA,20,4,0.152
54,17.6666666666667,E1,5,1,30.1,MG1655,None,0,1,0.684
54,17.6666666666667,E2,5,2,30.1,MG1655,3-HP,300,1,0.143
54,17.6666666666667,E3,5,3,30.1,MG1655,3-HP,200,1,0.143
54,17.6666666666667,E4,5,4,30.1,MG1655,3-HP,100,1,0.154
54,17.6666666666667,E5,5,5,30.1,MG1655,3-HP,40,1,0.14
54,17.6666666666667,E6,5,6,30.1,MG1655,3-HP,20,1,0.147
54,17.6666666666667,E7,5,7,30.1,medium,3-HP,300,1,0.142
54,17.6666666666667,E8,5,8,30.1,MG1655,LA,300,1,0.146
54,17.6666666666667,E9,5,9,30.1,MG1655,LA,200,1,0.145
54,17.6666666666667,E10,5,10,30.1,MG1655,LA,100,1,0.14
54,17.6666666666667,E11,5,11,30.1,MG1655,LA,40,1,0.143
54,17.6666666666667,E12,5,12,30.1,MG1655,LA,20,1,0.251
54,17.6666666666667,F1,6,1,30.1,MG1655,None,0,2,0.676
54,17.6666666666667,F2,6,2,30.1,MG1655,3-HP,300,2,0.138
54,17.6666666666667,F3,6,3,30.1,MG1655,3-HP,200,2,0.143
54,17.6666666666667,F4,6,4,30.1,MG1655,3-HP,100,2,0.144
54,17.6666666666667,F5,6,5,30.1,MG1655,3-HP,40,2,0.15
54,17.6666666666667,F6,6,6,30.1,MG1655,3-HP,20,2,0.288
54,17.6666666666667,F7,6,7,30.1,medium,3-HP,300,2,0.133
54,17.6666666666667,F8,6,8,30.1,MG1655,LA,300,2,0.155
54,17.6666666666667,F9,6,9,30.1,MG1655,LA,200,2,0.143
54,17.6666666666667,F10,6,10,30.1,MG1655,LA,100,2,0.142
54,17.6666666666667,F11,6,11,30.1,MG1655,LA,40,2,0.145
54,17.6666666666667,F12,6,12,30.1,MG1655,LA,20,2,0.381
54,17.6666666666667,G1,7,1,30.1,MG1655,None,0,3,0.683
54,17.6666666666667,G2,7,2,30.1,MG1655,3-HP,300,3,0.144
54,17.6666666666667,G3,7,3,30.1,MG1655,3-HP,200,3,0.145
54,17.6666666666667,G4,7,4,30.1,MG1655,3-HP,100,3,0.148
54,17.6666666666667,G5,7,5,30.1,MG1655,3-HP,40,3,0.153
54,17.6666666666667,G6,7,6,30.1,MG1655,3-HP,20,3,0.371
54,17.6666666666667,G7,7,7,30.1,medium,3-HP,300,3,0.15
54,17.6666666666667,G8,7,8,30.1,MG1655,LA,300,3,0.136
54,17.6666666666667,G9,7,9,30.1,MG1655,LA,200,3,0.146
54,17.6666666666667,G10,7,10,30.1,MG1655,LA,100,3,0.141
54,17.6666666666667,G11,7,11,30.1,MG1655,LA,40,3,0.144
54,17.6666666666667,G12,7,12,30.1,MG1655,LA,20,3,0.212
54,17.6666666666667,H1,8,1,30.1,MG1655,None,0,4,0.697
54,17.6666666666667,H2,8,2,30.1,MG1655,3-HP,300,4,0.149
54,17.6666666666667,H3,8,3,30.1,MG1655,3-HP,200,4,0.137
54,17.6666666666667,H4,8,4,30.1,MG1655,3-HP,100,4,0.145
54,17.6666666666667,H5,8,5,30.1,MG1655,3-HP,40,4,0.152
54,17.6666666666667,H6,8,6,30.1,MG1655,3-HP,20,4,0.35
54,17.6666666666667,H7,8,7,30.1,medium,3-HP,300,4,0.145
54,17.6666666666667,H8,8,8,30.1,MG1655,LA,300,4,0.15
54,17.6666666666667,H9,8,9,30.1,MG1655,LA,200,4,0.147
54,17.6666666666667,H10,8,10,30.1,MG1655,LA,100,4,0.138
54,17.6666666666667,H11,8,11,30.1,MG1655,LA,40,4,0.144
54,17.6666666666667,H12,8,12,30.1,MG1655,LA,20,4,0.145
55,18,A1,1,1,30.1,W,None,0,1,0.141
55,18,A2,1,2,30.1,W,3-HP,300,1,0.138
55,18,A3,1,3,30.1,W,3-HP,200,1,0.154
55,18,A4,1,4,30.1,W,3-HP,100,1,0.16
55,18,A5,1,5,30.1,W,3-HP,40,1,0.144
55,18,A6,1,6,30.1,W,3-HP,20,1,0.142
55,18,A7,1,7,30.1,medium,None,0,1,0.148
55,18,A8,1,8,30.1,W,LA,300,1,0.14
55,18,A9,1,9,30.1,W,LA,200,1,0.138
55,18,A10,1,10,30.1,W,LA,100,1,0.315
55,18,A11,1,11,30.1,W,LA,40,1,0.145
55,18,A12,1,12,30.1,W,LA,20,1,0.143
55,18,B1,2,1,30.1,W,None,0,2,0.148
55,18,B2,2,2,30.1,W,3-HP,300,2,0.138
55,18,B3,2,3,30.1,W,3-HP,200,2,0.145
55,18,B4,2,4,30.1,W,3-HP,100,2,0.142
55,18,B5,2,5,30.1,W,3-HP,40,2,0.141
55,18,B6,2,6,30.1,W,3-HP,20,2,0.143
55,18,B7,2,7,30.1,medium,None,0,2,0.143
55,18,B8,2,8,30.1,W,LA,300,2,0.142
55,18,B9,2,9,30.1,W,LA,200,2,0.145
55,18,B10,2,10,30.1,W,LA,100,2,0.141
55,18,B11,2,11,30.1,W,LA,40,2,0.149
55,18,B12,2,12,30.1,W,LA,20,2,0.146
55,18,C1,3,1,30.1,W,None,0,3,0.141
55,18,C2,3,2,30.1,W,3-HP,300,3,0.138
55,18,C3,3,3,30.1,W,3-HP,200,3,0.145
55,18,C4,3,4,30.1,W,3-HP,100,3,0.152
55,18,C5,3,5,30.1,W,3-HP,40,3,0.139
55,18,C6,3,6,30.1,W,3-HP,20,3,0.138
55,18,C7,3,7,30.1,medium,None,0,3,0.138
55,18,C8,3,8,30.1,W,LA,300,3,0.144
55,18,C9,3,9,30.1,W,LA,200,3,0.151
55,18,C10,3,10,30.1,W,LA,100,3,0.141
55,18,C11,3,11,30.1,W,LA,40,3,0.149
55,18,C12,3,12,30.1,W,LA,20,3,0.153
55,18,D1,4,1,30.1,W,None,0,4,0.149
55,18,D2,4,2,30.1,W,3-HP,300,4,0.146
55,18,D3,4,3,30.1,W,3-HP,200,4,0.139
55,18,D4,4,4,30.1,W,3-HP,100,4,0.14
55,18,D5,4,5,30.1,W,3-HP,40,4,0.139
55,18,D6,4,6,30.1,W,3-HP,20,4,0.144
55,18,D7,4,7,30.1,medium,None,0,4,0.167
55,18,D8,4,8,30.1,W,LA,300,4,0.134
55,18,D9,4,9,30.1,W,LA,200,4,0.142
55,18,D10,4,10,30.1,W,LA,100,4,0.13
55,18,D11,4,11,30.1,W,LA,40,4,0.132
55,18,D12,4,12,30.1,W,LA,20,4,0.152
55,18,E1,5,1,30.1,MG1655,None,0,1,0.685
55,18,E2,5,2,30.1,MG1655,3-HP,300,1,0.143
55,18,E3,5,3,30.1,MG1655,3-HP,200,1,0.142
55,18,E4,5,4,30.1,MG1655,3-HP,100,1,0.154
55,18,E5,5,5,30.1,MG1655,3-HP,40,1,0.14
55,18,E6,5,6,30.1,MG1655,3-HP,20,1,0.147
55,18,E7,5,7,30.1,medium,3-HP,300,1,0.142
55,18,E8,5,8,30.1,MG1655,LA,300,1,0.146
55,18,E9,5,9,30.1,MG1655,LA,200,1,0.145
55,18,E10,5,10,30.1,MG1655,LA,100,1,0.14
55,18,E11,5,11,30.1,MG1655,LA,40,1,0.143
55,18,E12,5,12,30.1,MG1655,LA,20,1,0.265
55,18,F1,6,1,30.1,MG1655,None,0,2,0.678
55,18,F2,6,2,30.1,MG1655,3-HP,300,2,0.138
55,18,F3,6,3,30.1,MG1655,3-HP,200,2,0.143
55,18,F4,6,4,30.1,MG1655,3-HP,100,2,0.144
55,18,F5,6,5,30.1,MG1655,3-HP,40,2,0.149
55,18,F6,6,6,30.1,MG1655,3-HP,20,2,0.293
55,18,F7,6,7,30.1,medium,3-HP,300,2,0.133
55,18,F8,6,8,30.1,MG1655,LA,300,2,0.155
55,18,F9,6,9,30.1,MG1655,LA,200,2,0.143
55,18,F10,6,10,30.1,MG1655,LA,100,2,0.142
55,18,F11,6,11,30.1,MG1655,LA,40,2,0.145
55,18,F12,6,12,30.1,MG1655,LA,20,2,0.379
55,18,G1,7,1,30.1,MG1655,None,0,3,0.685
55,18,G2,7,2,30.1,MG1655,3-HP,300,3,0.144
55,18,G3,7,3,30.1,MG1655,3-HP,200,3,0.145
55,18,G4,7,4,30.1,MG1655,3-HP,100,3,0.148
55,18,G5,7,5,30.1,MG1655,3-HP,40,3,0.153
55,18,G6,7,6,30.1,MG1655,3-HP,20,3,0.369
55,18,G7,7,7,30.1,medium,3-HP,300,3,0.15
55,18,G8,7,8,30.1,MG1655,LA,300,3,0.136
55,18,G9,7,9,30.1,MG1655,LA,200,3,0.145
55,18,G10,7,10,30.1,MG1655,LA,100,3,0.141
55,18,G11,7,11,30.1,MG1655,LA,40,3,0.144
55,18,G12,7,12,30.1,MG1655,LA,20,3,0.223
55,18,H1,8,1,30.1,MG1655,None,0,4,0.698
55,18,H2,8,2,30.1,MG1655,3-HP,300,4,0.149
55,18,H3,8,3,30.1,MG1655,3-HP,200,4,0.137
55,18,H4,8,4,30.1,MG1655,3-HP,100,4,0.144
55,18,H5,8,5,30.1,MG1655,3-HP,40,4,0.152
55,18,H6,8,6,30.1,MG1655,3-HP,20,4,0.354
55,18,H7,8,7,30.1,medium,3-HP,300,4,0.145
55,18,H8,8,8,30.1,MG1655,LA,300,4,0.15
55,18,H9,8,9,30.1,MG1655,LA,200,4,0.147
55,18,H10,8,10,30.1,MG1655,LA,100,4,0.138
55,18,H11,8,11,30.1,MG1655,LA,40,4,0.144
55,18,H12,8,12,30.1,MG1655,LA,20,4,0.145
56,18.3333333333333,A1,1,1,30,W,None,0,1,0.141
56,18.3333333333333,A2,1,2,30,W,3-HP,300,1,0.138
56,18.3333333333333,A3,1,3,30,W,3-HP,200,1,0.154
56,18.3333333333333,A4,1,4,30,W,3-HP,100,1,0.159
56,18.3333333333333,A5,1,5,30,W,3-HP,40,1,0.144
56,18.3333333333333,A6,1,6,30,W,3-HP,20,1,0.142
56,18.3333333333333,A7,1,7,30,medium,None,0,1,0.148
56,18.3333333333333,A8,1,8,30,W,LA,300,1,0.14
56,18.3333333333333,A9,1,9,30,W,LA,200,1,0.139
56,18.3333333333333,A10,1,10,30,W,LA,100,1,0.315
56,18.3333333333333,A11,1,11,30,W,LA,40,1,0.145
56,18.3333333333333,A12,1,12,30,W,LA,20,1,0.143
56,18.3333333333333,B1,2,1,30,W,None,0,2,0.148
56,18.3333333333333,B2,2,2,30,W,3-HP,300,2,0.138
56,18.3333333333333,B3,2,3,30,W,3-HP,200,2,0.145
56,18.3333333333333,B4,2,4,30,W,3-HP,100,2,0.142
56,18.3333333333333,B5,2,5,30,W,3-HP,40,2,0.141
56,18.3333333333333,B6,2,6,30,W,3-HP,20,2,0.143
56,18.3333333333333,B7,2,7,30,medium,None,0,2,0.143
56,18.3333333333333,B8,2,8,30,W,LA,300,2,0.142
56,18.3333333333333,B9,2,9,30,W,LA,200,2,0.145
56,18.3333333333333,B10,2,10,30,W,LA,100,2,0.141
56,18.3333333333333,B11,2,11,30,W,LA,40,2,0.149
56,18.3333333333333,B12,2,12,30,W,LA,20,2,0.146
56,18.3333333333333,C1,3,1,30,W,None,0,3,0.141
56,18.3333333333333,C2,3,2,30,W,3-HP,300,3,0.139
56,18.3333333333333,C3,3,3,30,W,3-HP,200,3,0.146
56,18.3333333333333,C4,3,4,30,W,3-HP,100,3,0.152
56,18.3333333333333,C5,3,5,30,W,3-HP,40,3,0.139
56,18.3333333333333,C6,3,6,30,W,3-HP,20,3,0.137
56,18.3333333333333,C7,3,7,30,medium,None,0,3,0.138
56,18.3333333333333,C8,3,8,30,W,LA,300,3,0.144
56,18.3333333333333,C9,3,9,30,W,LA,200,3,0.151
56,18.3333333333333,C10,3,10,30,W,LA,100,3,0.141
56,18.3333333333333,C11,3,11,30,W,LA,40,3,0.15
56,18.3333333333333,C12,3,12,30,W,LA,20,3,0.153
56,18.3333333333333,D1,4,1,30,W,None,0,4,0.149
56,18.3333333333333,D2,4,2,30,W,3-HP,300,4,0.146
56,18.3333333333333,D3,4,3,30,W,3-HP,200,4,0.14
56,18.3333333333333,D4,4,4,30,W,3-HP,100,4,0.141
56,18.3333333333333,D5,4,5,30,W,3-HP,40,4,0.139
56,18.3333333333333,D6,4,6,30,W,3-HP,20,4,0.144
56,18.3333333333333,D7,4,7,30,medium,None,0,4,0.167
56,18.3333333333333,D8,4,8,30,W,LA,300,4,0.134
56,18.3333333333333,D9,4,9,30,W,LA,200,4,0.142
56,18.3333333333333,D10,4,10,30,W,LA,100,4,0.13
56,18.3333333333333,D11,4,11,30,W,LA,40,4,0.132
56,18.3333333333333,D12,4,12,30,W,LA,20,4,0.152
56,18.3333333333333,E1,5,1,30,MG1655,None,0,1,0.686
56,18.3333333333333,E2,5,2,30,MG1655,3-HP,300,1,0.143
56,18.3333333333333,E3,5,3,30,MG1655,3-HP,200,1,0.143
56,18.3333333333333,E4,5,4,30,MG1655,3-HP,100,1,0.154
56,18.3333333333333,E5,5,5,30,MG1655,3-HP,40,1,0.14
56,18.3333333333333,E6,5,6,30,MG1655,3-HP,20,1,0.148
56,18.3333333333333,E7,5,7,30,medium,3-HP,300,1,0.141
56,18.3333333333333,E8,5,8,30,MG1655,LA,300,1,0.146
56,18.3333333333333,E9,5,9,30,MG1655,LA,200,1,0.145
56,18.3333333333333,E10,5,10,30,MG1655,LA,100,1,0.14
56,18.3333333333333,E11,5,11,30,MG1655,LA,40,1,0.143
56,18.3333333333333,E12,5,12,30,MG1655,LA,20,1,0.28
56,18.3333333333333,F1,6,1,30,MG1655,None,0,2,0.679
56,18.3333333333333,F2,6,2,30,MG1655,3-HP,300,2,0.138
56,18.3333333333333,F3,6,3,30,MG1655,3-HP,200,2,0.143
56,18.3333333333333,F4,6,4,30,MG1655,3-HP,100,2,0.144
56,18.3333333333333,F5,6,5,30,MG1655,3-HP,40,2,0.15
56,18.3333333333333,F6,6,6,30,MG1655,3-HP,20,2,0.294
56,18.3333333333333,F7,6,7,30,medium,3-HP,300,2,0.133
56,18.3333333333333,F8,6,8,30,MG1655,LA,300,2,0.155
56,18.3333333333333,F9,6,9,30,MG1655,LA,200,2,0.143
56,18.3333333333333,F10,6,10,30,MG1655,LA,100,2,0.141
56,18.3333333333333,F11,6,11,30,MG1655,LA,40,2,0.145
56,18.3333333333333,F12,6,12,30,MG1655,LA,20,2,0.381
56,18.3333333333333,G1,7,1,30,MG1655,None,0,3,0.687
56,18.3333333333333,G2,7,2,30,MG1655,3-HP,300,3,0.144
56,18.3333333333333,G3,7,3,30,MG1655,3-HP,200,3,0.145
56,18.3333333333333,G4,7,4,30,MG1655,3-HP,100,3,0.148
56,18.3333333333333,G5,7,5,30,MG1655,3-HP,40,3,0.153
56,18.3333333333333,G6,7,6,30,MG1655,3-HP,20,3,0.375
56,18.3333333333333,G7,7,7,30,medium,3-HP,300,3,0.15
56,18.3333333333333,G8,7,8,30,MG1655,LA,300,3,0.136
56,18.3333333333333,G9,7,9,30,MG1655,LA,200,3,0.145
56,18.3333333333333,G10,7,10,30,MG1655,LA,100,3,0.141
56,18.3333333333333,G11,7,11,30,MG1655,LA,40,3,0.144
56,18.3333333333333,G12,7,12,30,MG1655,LA,20,3,0.234
56,18.3333333333333,H1,8,1,30,MG1655,None,0,4,0.701
56,18.3333333333333,H2,8,2,30,MG1655,3-HP,300,4,0.149
56,18.3333333333333,H3,8,3,30,MG1655,3-HP,200,4,0.137
56,18.3333333333333,H4,8,4,30,MG1655,3-HP,100,4,0.144
56,18.3333333333333,H5,8,5,30,MG1655,3-HP,40,4,0.151
56,18.3333333333333,H6,8,6,30,MG1655,3-HP,20,4,0.358
56,18.3333333333333,H7,8,7,30,medium,3-HP,300,4,0.145
56,18.3333333333333,H8,8,8,30,MG1655,LA,300,4,0.15
56,18.3333333333333,H9,8,9,30,MG1655,LA,200,4,0.146
56,18.3333333333333,H10,8,10,30,MG1655,LA,100,4,0.137
56,18.3333333333333,H11,8,11,30,MG1655,LA,40,4,0.144
56,18.3333333333333,H12,8,12,30,MG1655,LA,20,4,0.145
57,18.6666666666667,A1,1,1,30.1,W,None,0,1,0.141
57,18.6666666666667,A2,1,2,30.1,W,3-HP,300,1,0.138
57,18.6666666666667,A3,1,3,30.1,W,3-HP,200,1,0.154
57,18.6666666666667,A4,1,4,30.1,W,3-HP,100,1,0.159
57,18.6666666666667,A5,1,5,30.1,W,3-HP,40,1,0.143
57,18.6666666666667,A6,1,6,30.1,W,3-HP,20,1,0.142
57,18.6666666666667,A7,1,7,30.1,medium,None,0,1,0.148
57,18.6666666666667,A8,1,8,30.1,W,LA,300,1,0.14
57,18.6666666666667,A9,1,9,30.1,W,LA,200,1,0.138
57,18.6666666666667,A10,1,10,30.1,W,LA,100,1,0.315
57,18.6666666666667,A11,1,11,30.1,W,LA,40,1,0.145
57,18.6666666666667,A12,1,12,30.1,W,LA,20,1,0.143
57,18.6666666666667,B1,2,1,30.1,W,None,0,2,0.149
57,18.6666666666667,B2,2,2,30.1,W,3-HP,300,2,0.138
57,18.6666666666667,B3,2,3,30.1,W,3-HP,200,2,0.145
57,18.6666666666667,B4,2,4,30.1,W,3-HP,100,2,0.141
57,18.6666666666667,B5,2,5,30.1,W,3-HP,40,2,0.141
57,18.6666666666667,B6,2,6,30.1,W,3-HP,20,2,0.143
57,18.6666666666667,B7,2,7,30.1,medium,None,0,2,0.142
57,18.6666666666667,B8,2,8,30.1,W,LA,300,2,0.142
57,18.6666666666667,B9,2,9,30.1,W,LA,200,2,0.145
57,18.6666666666667,B10,2,10,30.1,W,LA,100,2,0.141
57,18.6666666666667,B11,2,11,30.1,W,LA,40,2,0.149
57,18.6666666666667,B12,2,12,30.1,W,LA,20,2,0.146
57,18.6666666666667,C1,3,1,30.1,W,None,0,3,0.141
57,18.6666666666667,C2,3,2,30.1,W,3-HP,300,3,0.138
57,18.6666666666667,C3,3,3,30.1,W,3-HP,200,3,0.146
57,18.6666666666667,C4,3,4,30.1,W,3-HP,100,3,0.152
57,18.6666666666667,C5,3,5,30.1,W,3-HP,40,3,0.139
57,18.6666666666667,C6,3,6,30.1,W,3-HP,20,3,0.137
57,18.6666666666667,C7,3,7,30.1,medium,None,0,3,0.138
57,18.6666666666667,C8,3,8,30.1,W,LA,300,3,0.144
57,18.6666666666667,C9,3,9,30.1,W,LA,200,3,0.15
57,18.6666666666667,C10,3,10,30.1,W,LA,100,3,0.141
57,18.6666666666667,C11,3,11,30.1,W,LA,40,3,0.149
57,18.6666666666667,C12,3,12,30.1,W,LA,20,3,0.153
57,18.6666666666667,D1,4,1,30.1,W,None,0,4,0.148
57,18.6666666666667,D2,4,2,30.1,W,3-HP,300,4,0.146
57,18.6666666666667,D3,4,3,30.1,W,3-HP,200,4,0.139
57,18.6666666666667,D4,4,4,30.1,W,3-HP,100,4,0.14
57,18.6666666666667,D5,4,5,30.1,W,3-HP,40,4,0.139
57,18.6666666666667,D6,4,6,30.1,W,3-HP,20,4,0.143
57,18.6666666666667,D7,4,7,30.1,medium,None,0,4,0.167
57,18.6666666666667,D8,4,8,30.1,W,LA,300,4,0.134
57,18.6666666666667,D9,4,9,30.1,W,LA,200,4,0.142
57,18.6666666666667,D10,4,10,30.1,W,LA,100,4,0.13
57,18.6666666666667,D11,4,11,30.1,W,LA,40,4,0.132
57,18.6666666666667,D12,4,12,30.1,W,LA,20,4,0.152
57,18.6666666666667,E1,5,1,30.1,MG1655,None,0,1,0.687
57,18.6666666666667,E2,5,2,30.1,MG1655,3-HP,300,1,0.142
57,18.6666666666667,E3,5,3,30.1,MG1655,3-HP,200,1,0.143
57,18.6666666666667,E4,5,4,30.1,MG1655,3-HP,100,1,0.154
57,18.6666666666667,E5,5,5,30.1,MG1655,3-HP,40,1,0.14
57,18.6666666666667,E6,5,6,30.1,MG1655,3-HP,20,1,0.148
57,18.6666666666667,E7,5,7,30.1,medium,3-HP,300,1,0.142
57,18.6666666666667,E8,5,8,30.1,MG1655,LA,300,1,0.145
57,18.6666666666667,E9,5,9,30.1,MG1655,LA,200,1,0.145
57,18.6666666666667,E10,5,10,30.1,MG1655,LA,100,1,0.139
57,18.6666666666667,E11,5,11,30.1,MG1655,LA,40,1,0.143
57,18.6666666666667,E12,5,12,30.1,MG1655,LA,20,1,0.296
57,18.6666666666667,F1,6,1,30.1,MG1655,None,0,2,0.679
57,18.6666666666667,F2,6,2,30.1,MG1655,3-HP,300,2,0.138
57,18.6666666666667,F3,6,3,30.1,MG1655,3-HP,200,2,0.143
57,18.6666666666667,F4,6,4,30.1,MG1655,3-HP,100,2,0.143
57,18.6666666666667,F5,6,5,30.1,MG1655,3-HP,40,2,0.15
57,18.6666666666667,F6,6,6,30.1,MG1655,3-HP,20,2,0.297
57,18.6666666666667,F7,6,7,30.1,medium,3-HP,300,2,0.133
57,18.6666666666667,F8,6,8,30.1,MG1655,LA,300,2,0.155
57,18.6666666666667,F9,6,9,30.1,MG1655,LA,200,2,0.143
57,18.6666666666667,F10,6,10,30.1,MG1655,LA,100,2,0.141
57,18.6666666666667,F11,6,11,30.1,MG1655,LA,40,2,0.144
57,18.6666666666667,F12,6,12,30.1,MG1655,LA,20,2,0.383
57,18.6666666666667,G1,7,1,30.1,MG1655,None,0,3,0.688
57,18.6666666666667,G2,7,2,30.1,MG1655,3-HP,300,3,0.144
57,18.6666666666667,G3,7,3,30.1,MG1655,3-HP,200,3,0.145
57,18.6666666666667,G4,7,4,30.1,MG1655,3-HP,100,3,0.148
57,18.6666666666667,G5,7,5,30.1,MG1655,3-HP,40,3,0.153
57,18.6666666666667,G6,7,6,30.1,MG1655,3-HP,20,3,0.375
57,18.6666666666667,G7,7,7,30.1,medium,3-HP,300,3,0.15
57,18.6666666666667,G8,7,8,30.1,MG1655,LA,300,3,0.136
57,18.6666666666667,G9,7,9,30.1,MG1655,LA,200,3,0.146
57,18.6666666666667,G10,7,10,30.1,MG1655,LA,100,3,0.141
57,18.6666666666667,G11,7,11,30.1,MG1655,LA,40,3,0.144
57,18.6666666666667,G12,7,12,30.1,MG1655,LA,20,3,0.244
57,18.6666666666667,H1,8,1,30.1,MG1655,None,0,4,0.702
57,18.6666666666667,H2,8,2,30.1,MG1655,3-HP,300,4,0.149
57,18.6666666666667,H3,8,3,30.1,MG1655,3-HP,200,4,0.137
57,18.6666666666667,H4,8,4,30.1,MG1655,3-HP,100,4,0.144
57,18.6666666666667,H5,8,5,30.1,MG1655,3-HP,40,4,0.151
57,18.6666666666667,H6,8,6,30.1,MG1655,3-HP,20,4,0.366
57,18.6666666666667,H7,8,7,30.1,medium,3-HP,300,4,0.145
