cycle,time,well,row,col,temperature,strain,mol_ID,mol_conc,replicate,OD
30,9.66666666666667,B10,2,10,30.1,W,LA,100,2,0.143
30,9.66666666666667,B11,2,11,30.1,W,LA,40,2,0.152
30,9.66666666666667,B12,2,12,30.1,W,LA,20,2,0.148
30,9.66666666666667,C1,3,1,30.1,W,None,0,3,0.144
30,9.66666666666667,C2,3,2,30.1,W,3-HP,300,3,0.14
30,9.66666666666667,C3,3,3,30.1,W,3-HP,200,3,0.147
30,9.66666666666667,C4,3,4,30.1,W,3-HP,100,3,0.154
30,9.66666666666667,C5,3,5,30.1,W,3-HP,40,3,0.14
30,9.66666666666667,C6,3,6,30.1,W,3-HP,20,3,0.139
30,9.66666666666667,C7,3,7,30.1,medium,None,0,3,0.139
30,9.66666666666667,C8,3,8,30.1,W,LA,300,3,0.146
30,9.66666666666667,C9,3,9,30.1,W,LA,200,3,0.153
30,9.66666666666667,C10,3,10,30.1,W,LA,100,3,0.143
30,9.66666666666667,C11,3,11,30.1,W,LA,40,3,0.151
30,9.66666666666667,C12,3,12,30.1,W,LA,20,3,0.154
30,9.66666666666667,D1,4,1,30.1,W,None,0,4,0.151
30,9.66666666666667,D2,4,2,30.1,W,3-HP,300,4,0.147
30,9.66666666666667,D3,4,3,30.1,W,3-HP,200,4,0.142
30,9.66666666666667,D4,4,4,30.1,W,3-HP,100,4,0.142
30,9.66666666666667,D5,4,5,30.1,W,3-HP,40,4,0.14
30,9.66666666666667,D6,4,6,30.1,W,3-HP,20,4,0.146
30,9.66666666666667,D7,4,7,30.1,medium,None,0,4,0.157
30,9.66666666666667,D8,4,8,30.1,W,LA,300,4,0.136
30,9.66666666666667,D9,4,9,30.1,W,LA,200,4,0.145
30,9.66666666666667,D10,4,10,30.1,W,LA,100,4,0.131
30,9.66666666666667,D11,4,11,30.1,W,LA,40,4,0.133
30,9.66666666666667,D12,4,12,30.1,W,LA,20,4,0.153
30,9.66666666666667,E1,5,1,30.1,MG1655,None,0,1,0.486
30,9.66666666666667,E2,5,2,30.1,MG1655,3-HP,300,1,0.144
30,9.66666666666667,E3,5,3,30.1,MG1655,3-HP,200,1,0.144
30,9.66666666666667,E4,5,4,30.1,MG1655,3-HP,100,1,0.155
30,9.66666666666667,E5,5,5,30.1,MG1655,3-HP,40,1,0.141
30,9.66666666666667,E6,5,6,30.1,MG1655,3-HP,20,1,0.146
30,9.66666666666667,E7,5,7,30.1,medium,3-HP,300,1,0.145
30,9.66666666666667,E8,5,8,30.1,MG1655,LA,300,1,0.148
30,9.66666666666667,E9,5,9,30.1,MG1655,LA,200,1,0.148
30,9.66666666666667,E10,5,10,30.1,MG1655,LA,100,1,0.14
30,9.66666666666667,E11,5,11,30.1,MG1655,LA,40,1,0.145
30,9.66666666666667,E12,5,12,30.1,MG1655,LA,20,1,0.146
30,9.66666666666667,F1,6,1,30.1,MG1655,None,0,2,0.589
30,9.66666666666667,F2,6,2,30.1,MG1655,3-HP,300,2,0.139
30,9.66666666666667,F3,6,3,30.1,MG1655,3-HP,200,2,0.144
30,9.66666666666667,F4,6,4,30.1,MG1655,3-HP,100,2,0.145
30,9.66666666666667,F5,6,5,30.1,MG1655,3-HP,40,2,0.152
30,9.66666666666667,F6,6,6,30.1,MG1655,3-HP,20,2,0.175
30,9.66666666666667,F7,6,7,30.1,medium,3-HP,300,2,0.135
30,9.66666666666667,F8,6,8,30.1,MG1655,LA,300,2,0.157
30,9.66666666666667,F9,6,9,30.1,MG1655,LA,200,2,0.143
30,9.66666666666667,F10,6,10,30.1,MG1655,LA,100,2,0.14
30,9.66666666666667,F11,6,11,30.1,MG1655,LA,40,2,0.145
30,9.66666666666667,F12,6,12,30.1,MG1655,LA,20,2,0.188
30,9.66666666666667,G1,7,1,30.1,MG1655,None,0,3,0.547
30,9.66666666666667,G2,7,2,30.1,MG1655,3-HP,300,3,0.144
30,9.66666666666667,G3,7,3,30.1,MG1655,3-HP,200,3,0.146
30,9.66666666666667,G4,7,4,30.1,MG1655,3-HP,100,3,0.15
30,9.66666666666667,G5,7,5,30.1,MG1655,3-HP,40,3,0.154
30,9.66666666666667,G6,7,6,30.1,MG1655,3-HP,20,3,0.195
30,9.66666666666667,G7,7,7,30.1,medium,3-HP,300,3,0.151
30,9.66666666666667,G8,7,8,30.1,MG1655,LA,300,3,0.137
30,9.66666666666667,G9,7,9,30.1,MG1655,LA,200,3,0.147
30,9.66666666666667,G10,7,10,30.1,MG1655,LA,100,3,0.142
30,9.66666666666667,G11,7,11,30.1,MG1655,LA,40,3,0.146
30,9.66666666666667,G12,7,12,30.1,MG1655,LA,20,3,0.153
30,9.66666666666667,H1,8,1,30.1,MG1655,None,0,4,0.448
30,9.66666666666667,H2,8,2,30.1,MG1655,3-HP,300,4,0.151
30,9.66666666666667,H3,8,3,30.1,MG1655,3-HP,200,4,0.139
30,9.66666666666667,H4,8,4,30.1,MG1655,3-HP,100,4,0.146
30,9.66666666666667,H5,8,5,30.1,MG1655,3-HP,40,4,0.154
30,9.66666666666667,H6,8,6,30.1,MG1655,3-HP,20,4,0.177
30,9.66666666666667,H7,8,7,30.1,medium,3-HP,300,4,0.146
30,9.66666666666667,H8,8,8,30.1,MG1655,LA,300,4,0.152
30,9.66666666666667,H9,8,9,30.1,MG1655,LA,200,4,0.148
30,9.66666666666667,H10,8,10,30.1,MG1655,LA,100,4,0.138
30,9.66666666666667,H11,8,11,30.1,MG1655,LA,40,4,0.146
30,9.66666666666667,H12,8,12,30.1,MG1655,LA,20,4,0.145
31,10,A1,1,1,30,W,None,0,1,0.142
31,10,A2,1,2,30,W,3-HP,300,1,0.139
31,10,A3,1,3,30,W,3-HP,200,1,0.155
31,10,A4,1,4,30,W,3-HP,100,1,0.16
31,10,A5,1,5,30,W,3-HP,40,1,0.145
31,10,A6,1,6,30,W,3-HP,20,1,0.143
31,10,A7,1,7,30,medium,None,0,1,0.15
31,10,A8,1,8,30,W,LA,300,1,0.141
31,10,A9,1,9,30,W,LA,200,1,0.139
31,10,A10,1,10,30,W,LA,100,1,0.311
31,10,A11,1,11,30,W,LA,40,1,0.146
31,10,A12,1,12,30,W,LA,20,1,0.144
31,10,B1,2,1,30,W,None,0,2,0.15
31,10,B2,2,2,30,W,3-HP,300,2,0.139
31,10,B3,2,3,30,W,3-HP,200,2,0.148
31,10,B4,2,4,30,W,3-HP,100,2,0.144
31,10,B5,2,5,30,W,3-HP,40,2,0.142
31,10,B6,2,6,30,W,3-HP,20,2,0.144
31,10,B7,2,7,30,medium,None,0,2,0.143
31,10,B8,2,8,30,W,LA,300,2,0.143
31,10,B9,2,9,30,W,LA,200,2,0.146
31,10,B10,2,10,30,W,LA,100,2,0.143
31,10,B11,2,11,30,W,LA,40,2,0.151
31,10,B12,2,12,30,W,LA,20,2,0.147
31,10,C1,3,1,30,W,None,0,3,0.143
31,10,C2,3,2,30,W,3-HP,300,3,0.139
31,10,C3,3,3,30,W,3-HP,200,3,0.147
31,10,C4,3,4,30,W,3-HP,100,3,0.154
31,10,C5,3,5,30,W,3-HP,40,3,0.14
31,10,C6,3,6,30,W,3-HP,20,3,0.139
31,10,C7,3,7,30,medium,None,0,3,0.139
31,10,C8,3,8,30,W,LA,300,3,0.146
31,10,C9,3,9,30,W,LA,200,3,0.153
31,10,C10,3,10,30,W,LA,100,3,0.142
31,10,C11,3,11,30,W,LA,40,3,0.151
31,10,C12,3,12,30,W,LA,20,3,0.154
31,10,D1,4,1,30,W,None,0,4,0.15
31,10,D2,4,2,30,W,3-HP,300,4,0.148
31,10,D3,4,3,30,W,3-HP,200,4,0.142
31,10,D4,4,4,30,W,3-HP,100,4,0.141
31,10,D5,4,5,30,W,3-HP,40,4,0.14
31,10,D6,4,6,30,W,3-HP,20,4,0.146
31,10,D7,4,7,30,medium,None,0,4,0.158
31,10,D8,4,8,30,W,LA,300,4,0.135
31,10,D9,4,9,30,W,LA,200,4,0.145
31,10,D10,4,10,30,W,LA,100,4,0.131
31,10,D11,4,11,30,W,LA,40,4,0.133
31,10,D12,4,12,30,W,LA,20,4,0.153
31,10,E1,5,1,30,MG1655,None,0,1,0.524
31,10,E2,5,2,30,MG1655,3-HP,300,1,0.144
31,10,E3,5,3,30,MG1655,3-HP,200,1,0.144
31,10,E4,5,4,30,MG1655,3-HP,100,1,0.155
31,10,E5,5,5,30,MG1655,3-HP,40,1,0.142
31,10,E6,5,6,30,MG1655,3-HP,20,1,0.146
31,10,E7,5,7,30,medium,3-HP,300,1,0.145
31,10,E8,5,8,30,MG1655,LA,300,1,0.148
31,10,E9,5,9,30,MG1655,LA,200,1,0.148
31,10,E10,5,10,30,MG1655,LA,100,1,0.14
31,10,E11,5,11,30,MG1655,LA,40,1,0.144
31,10,E12,5,12,30,MG1655,LA,20,1,0.147
31,10,F1,6,1,30,MG1655,None,0,2,0.623
31,10,F2,6,2,30,MG1655,3-HP,300,2,0.139
31,10,F3,6,3,30,MG1655,3-HP,200,2,0.144
31,10,F4,6,4,30,MG1655,3-HP,100,2,0.145
31,10,F5,6,5,30,MG1655,3-HP,40,2,0.151
31,10,F6,6,6,30,MG1655,3-HP,20,2,0.177
31,10,F7,6,7,30,medium,3-HP,300,2,0.135
31,10,F8,6,8,30,MG1655,LA,300,2,0.157
31,10,F9,6,9,30,MG1655,LA,200,2,0.143
31,10,F10,6,10,30,MG1655,LA,100,2,0.141
31,10,F11,6,11,30,MG1655,LA,40,2,0.145
31,10,F12,6,12,30,MG1655,LA,20,2,0.196
31,10,G1,7,1,30,MG1655,None,0,3,0.584
31,10,G2,7,2,30,MG1655,3-HP,300,3,0.144
31,10,G3,7,3,30,MG1655,3-HP,200,3,0.146
31,10,G4,7,4,30,MG1655,3-HP,100,3,0.15
31,10,G5,7,5,30,MG1655,3-HP,40,3,0.154
31,10,G6,7,6,30,MG1655,3-HP,20,3,0.199
31,10,G7,7,7,30,medium,3-HP,300,3,0.151
31,10,G8,7,8,30,MG1655,LA,300,3,0.137
31,10,G9,7,9,30,MG1655,LA,200,3,0.147
31,10,G10,7,10,30,MG1655,LA,100,3,0.142
31,10,G11,7,11,30,MG1655,LA,40,3,0.145
31,10,G12,7,12,30,MG1655,LA,20,3,0.153
31,10,H1,8,1,30,MG1655,None,0,4,0.486
31,10,H2,8,2,30,MG1655,3-HP,300,4,0.15
31,10,H3,8,3,30,MG1655,3-HP,200,4,0.138
31,10,H4,8,4,30,MG1655,3-HP,100,4,0.146
31,10,H5,8,5,30,MG1655,3-HP,40,4,0.153
31,10,H6,8,6,30,MG1655,3-HP,20,4,0.181
31,10,H7,8,7,30,medium,3-HP,300,4,0.146
31,10,H8,8,8,30,MG1655,LA,300,4,0.152
31,10,H9,8,9,30,MG1655,LA,200,4,0.148
31,10,H10,8,10,30,MG1655,LA,100,4,0.138
31,10,H11,8,11,30,MG1655,LA,40,4,0.145
31,10,H12,8,12,30,MG1655,LA,20,4,0.144
32,10.3333333333333,A1,1,1,30.1,W,None,0,1,0.142
32,10.3333333333333,A2,1,2,30.1,W,3-HP,300,1,0.139
32,10.3333333333333,A3,1,3,30.1,W,3-HP,200,1,0.155
32,10.3333333333333,A4,1,4,30.1,W,3-HP,100,1,0.16
32,10.3333333333333,A5,1,5,30.1,W,3-HP,40,1,0.145
32,10.3333333333333,A6,1,6,30.1,W,3-HP,20,1,0.143
32,10.3333333333333,A7,1,7,30.1,medium,None,0,1,0.15
32,10.3333333333333,A8,1,8,30.1,W,LA,300,1,0.141
32,10.3333333333333,A9,1,9,30.1,W,LA,200,1,0.139
32,10.3333333333333,A10,1,10,30.1,W,LA,100,1,0.312
32,10.3333333333333,A11,1,11,30.1,W,LA,40,1,0.146
32,10.3333333333333,A12,1,12,30.1,W,LA,20,1,0.144
32,10.3333333333333,B1,2,1,30.1,W,None,0,2,0.15
32,10.3333333333333,B2,2,2,30.1,W,3-HP,300,2,0.139
32,10.3333333333333,B3,2,3,30.1,W,3-HP,200,2,0.148
32,10.3333333333333,B4,2,4,30.1,W,3-HP,100,2,0.143
32,10.3333333333333,B5,2,5,30.1,W,3-HP,40,2,0.142
32,10.3333333333333,B6,2,6,30.1,W,3-HP,20,2,0.144
32,10.3333333333333,B7,2,7,30.1,medium,None,0,2,0.143
32,10.3333333333333,B8,2,8,30.1,W,LA,300,2,0.143
32,10.3333333333333,B9,2,9,30.1,W,LA,200,2,0.146
32,10.3333333333333,B10,2,10,30.1,W,LA,100,2,0.143
32,10.3333333333333,B11,2,11,30.1,W,LA,40,2,0.151
32,10.3333333333333,B12,2,12,30.1,W,LA,20,2,0.147
32,10.3333333333333,C1,3,1,30.1,W,None,0,3,0.143
32,10.3333333333333,C2,3,2,30.1,W,3-HP,300,3,0.139
32,10.3333333333333,C3,3,3,30.1,W,3-HP,200,3,0.146
32,10.3333333333333,C4,3,4,30.1,W,3-HP,100,3,0.154
32,10.3333333333333,C5,3,5,30.1,W,3-HP,40,3,0.14
32,10.3333333333333,C6,3,6,30.1,W,3-HP,20,3,0.139
32,10.3333333333333,C7,3,7,30.1,medium,None,0,3,0.139
32,10.3333333333333,C8,3,8,30.1,W,LA,300,3,0.146
32,10.3333333333333,C9,3,9,30.1,W,LA,200,3,0.153
32,10.3333333333333,C10,3,10,30.1,W,LA,100,3,0.142
32,10.3333333333333,C11,3,11,30.1,W,LA,40,3,0.151
32,10.3333333333333,C12,3,12,30.1,W,LA,20,3,0.154
32,10.3333333333333,D1,4,1,30.1,W,None,0,4,0.15
32,10.3333333333333,D2,4,2,30.1,W,3-HP,300,4,0.147
32,10.3333333333333,D3,4,3,30.1,W,3-HP,200,4,0.141
32,10.3333333333333,D4,4,4,30.1,W,3-HP,100,4,0.141
32,10.3333333333333,D5,4,5,30.1,W,3-HP,40,4,0.14
32,10.3333333333333,D6,4,6,30.1,W,3-HP,20,4,0.146
32,10.3333333333333,D7,4,7,30.1,medium,None,0,4,0.158
32,10.3333333333333,D8,4,8,30.1,W,LA,300,4,0.135
32,10.3333333333333,D9,4,9,30.1,W,LA,200,4,0.144
32,10.3333333333333,D10,4,10,30.1,W,LA,100,4,0.131
32,10.3333333333333,D11,4,11,30.1,W,LA,40,4,0.133
32,10.3333333333333,D12,4,12,30.1,W,LA,20,4,0.153
32,10.3333333333333,E1,5,1,30.1,MG1655,None,0,1,0.562
32,10.3333333333333,E2,5,2,30.1,MG1655,3-HP,300,1,0.144
32,10.3333333333333,E3,5,3,30.1,MG1655,3-HP,200,1,0.144
32,10.3333333333333,E4,5,4,30.1,MG1655,3-HP,100,1,0.155
32,10.3333333333333,E5,5,5,30.1,MG1655,3-HP,40,1,0.141
32,10.3333333333333,E6,5,6,30.1,MG1655,3-HP,20,1,0.145
32,10.3333333333333,E7,5,7,30.1,medium,3-HP,300,1,0.145
32,10.3333333333333,E8,5,8,30.1,MG1655,LA,300,1,0.147
32,10.3333333333333,E9,5,9,30.1,MG1655,LA,200,1,0.148
32,10.3333333333333,E10,5,10,30.1,MG1655,LA,100,1,0.14
32,10.3333333333333,E11,5,11,30.1,MG1655,LA,40,1,0.144
32,10.3333333333333,E12,5,12,30.1,MG1655,LA,20,1,0.147
32,10.3333333333333,F1,6,1,30.1,MG1655,None,0,2,0.649
32,10.3333333333333,F2,6,2,30.1,MG1655,3-HP,300,2,0.139
32,10.3333333333333,F3,6,3,30.1,MG1655,3-HP,200,2,0.144
32,10.3333333333333,F4,6,4,30.1,MG1655,3-HP,100,2,0.145
32,10.3333333333333,F5,6,5,30.1,MG1655,3-HP,40,2,0.151
32,10.3333333333333,F6,6,6,30.1,MG1655,3-HP,20,2,0.18
32,10.3333333333333,F7,6,7,30.1,medium,3-HP,300,2,0.135
32,10.3333333333333,F8,6,8,30.1,MG1655,LA,300,2,0.157
32,10.3333333333333,F9,6,9,30.1,MG1655,LA,200,2,0.143
32,10.3333333333333,F10,6,10,30.1,MG1655,LA,100,2,0.141
32,10.3333333333333,F11,6,11,30.1,MG1655,LA,40,2,0.145
32,10.3333333333333,F12,6,12,30.1,MG1655,LA,20,2,0.203
32,10.3333333333333,G1,7,1,30.1,MG1655,None,0,3,0.619
32,10.3333333333333,G2,7,2,30.1,MG1655,3-HP,300,3,0.144
32,10.3333333333333,G3,7,3,30.1,MG1655,3-HP,200,3,0.146
32,10.3333333333333,G4,7,4,30.1,MG1655,3-HP,100,3,0.15
32,10.3333333333333,G5,7,5,30.1,MG1655,3-HP,40,3,0.154
32,10.3333333333333,G6,7,6,30.1,MG1655,3-HP,20,3,0.205
32,10.3333333333333,G7,7,7,30.1,medium,3-HP,300,3,0.151
32,10.3333333333333,G8,7,8,30.1,MG1655,LA,300,3,0.137
32,10.3333333333333,G9,7,9,30.1,MG1655,LA,200,3,0.147
32,10.3333333333333,G10,7,10,30.1,MG1655,LA,100,3,0.143
32,10.3333333333333,G11,7,11,30.1,MG1655,LA,40,3,0.145
32,10.3333333333333,G12,7,12,30.1,MG1655,LA,20,3,0.154
32,10.3333333333333,H1,8,1,30.1,MG1655,None,0,4,0.524
32,10.3333333333333,H2,8,2,30.1,MG1655,3-HP,300,4,0.151
32,10.3333333333333,H3,8,3,30.1,MG1655,3-HP,200,4,0.138
32,10.3333333333333,H4,8,4,30.1,MG1655,3-HP,100,4,0.146
32,10.3333333333333,H5,8,5,30.1,MG1655,3-HP,40,4,0.153
32,10.3333333333333,H6,8,6,30.1,MG1655,3-HP,20,4,0.185
32,10.3333333333333,H7,8,7,30.1,medium,3-HP,300,4,0.146
32,10.3333333333333,H8,8,8,30.1,MG1655,LA,300,4,0.152
32,10.3333333333333,H9,8,9,30.1,MG1655,LA,200,4,0.148
32,10.3333333333333,H10,8,10,30.1,MG1655,LA,100,4,0.138
32,10.3333333333333,H11,8,11,30.1,MG1655,LA,40,4,0.145
32,10.3333333333333,H12,8,12,30.1,MG1655,LA,20,4,0.144
33,10.6666666666667,A1,1,1,30.1,W,None,0,1,0.142
33,10.6666666666667,A2,1,2,30.1,W,3-HP,300,1,0.139
33,10.6666666666667,A3,1,3,30.1,W,3-HP,200,1,0.155
33,10.6666666666667,A4,1,4,30.1,W,3-HP,100,1,0.16
33,10.6666666666667,A5,1,5,30.1,W,3-HP,40,1,0.144
33,10.6666666666667,A6,1,6,30.1,W,3-HP,20,1,0.143
33,10.6666666666667,A7,1,7,30.1,medium,None,0,1,0.15
33,10.6666666666667,A8,1,8,30.1,W,LA,300,1,0.141
33,10.6666666666667,A9,1,9,30.1,W,LA,200,1,0.139
33,10.6666666666667,A10,1,10,30.1,W,LA,100,1,0.312
33,10.6666666666667,A11,1,11,30.1,W,LA,40,1,0.146
33,10.6666666666667,A12,1,12,30.1,W,LA,20,1,0.144
33,10.6666666666667,B1,2,1,30.1,W,None,0,2,0.15
33,10.6666666666667,B2,2,2,30.1,W,3-HP,300,2,0.139
33,10.6666666666667,B3,2,3,30.1,W,3-HP,200,2,0.148
33,10.6666666666667,B4,2,4,30.1,W,3-HP,100,2,0.143
33,10.6666666666667,B5,2,5,30.1,W,3-HP,40,2,0.142
33,10.6666666666667,B6,2,6,30.1,W,3-HP,20,2,0.144
33,10.6666666666667,B7,2,7,30.1,medium,None,0,2,0.143
33,10.6666666666667,B8,2,8,30.1,W,LA,300,2,0.143
33,10.6666666666667,B9,2,9,30.1,W,LA,200,2,0.146
33,10.6666666666667,B10,2,10,30.1,W,LA,100,2,0.143
33,10.6666666666667,B11,2,11,30.1,W,LA,40,2,0.151
33,10.6666666666667,B12,2,12,30.1,W,LA,20,2,0.147
33,10.6666666666667,C1,3,1,30.1,W,None,0,3,0.143
33,10.6666666666667,C2,3,2,30.1,W,3-HP,300,3,0.139
33,10.6666666666667,C3,3,3,30.1,W,3-HP,200,3,0.146
33,10.6666666666667,C4,3,4,30.1,W,3-HP,100,3,0.154
33,10.6666666666667,C5,3,5,30.1,W,3-HP,40,3,0.14
33,10.6666666666667,C6,3,6,30.1,W,3-HP,20,3,0.139
33,10.6666666666667,C7,3,7,30.1,medium,None,0,3,0.139
33,10.6666666666667,C8,3,8,30.1,W,LA,300,3,0.146
33,10.6666666666667,C9,3,9,30.1,W,LA,200,3,0.153
33,10.6666666666667,C10,3,10,30.1,W,LA,100,3,0.142
33,10.6666666666667,C11,3,11,30.1,W,LA,40,3,0.151
33,10.6666666666667,C12,3,12,30.1,W,LA,20,3,0.154
33,10.6666666666667,D1,4,1,30.1,W,None,0,4,0.15
33,10.6666666666667,D2,4,2,30.1,W,3-HP,300,4,0.147
33,10.6666666666667,D3,4,3,30.1,W,3-HP,200,4,0.141
33,10.6666666666667,D4,4,4,30.1,W,3-HP,100,4,0.141
33,10.6666666666667,D5,4,5,30.1,W,3-HP,40,4,0.14
33,10.6666666666667,D6,4,6,30.1,W,3-HP,20,4,0.146
33,10.6666666666667,D7,4,7,30.1,medium,None,0,4,0.159
33,10.6666666666667,D8,4,8,30.1,W,LA,300,4,0.135
33,10.6666666666667,D9,4,9,30.1,W,LA,200,4,0.144
33,10.6666666666667,D10,4,10,30.1,W,LA,100,4,0.131
33,10.6666666666667,D11,4,11,30.1,W,LA,40,4,0.133
33,10.6666666666667,D12,4,12,30.1,W,LA,20,4,0.153
33,10.6666666666667,E1,5,1,30.1,MG1655,None,0,1,0.598
33,10.6666666666667,E2,5,2,30.1,MG1655,3-HP,300,1,0.144
33,10.6666666666667,E3,5,3,30.1,MG1655,3-HP,200,1,0.144
33,10.6666666666667,E4,5,4,30.1,MG1655,3-HP,100,1,0.155
33,10.6666666666667,E5,5,5,30.1,MG1655,3-HP,40,1,0.141
33,10.6666666666667,E6,5,6,30.1,MG1655,3-HP,20,1,0.145
33,10.6666666666667,E7,5,7,30.1,medium,3-HP,300,1,0.145
33,10.6666666666667,E8,5,8,30.1,MG1655,LA,300,1,0.147
33,10.6666666666667,E9,5,9,30.1,MG1655,LA,200,1,0.147
33,10.6666666666667,E10,5,10,30.1,MG1655,LA,100,1,0.14
33,10.6666666666667,E11,5,11,30.1,MG1655,LA,40,1,0.145
33,10.6666666666667,E12,5,12,30.1,MG1655,LA,20,1,0.148
33,10.6666666666667,F1,6,1,30.1,MG1655,None,0,2,0.671
33,10.6666666666667,F2,6,2,30.1,MG1655,3-HP,300,2,0.139
33,10.6666666666667,F3,6,3,30.1,MG1655,3-HP,200,2,0.144
33,10.6666666666667,F4,6,4,30.1,MG1655,3-HP,100,2,0.145
33,10.6666666666667,F5,6,5,30.1,MG1655,3-HP,40,2,0.151
33,10.6666666666667,F6,6,6,30.1,MG1655,3-HP,20,2,0.183
33,10.6666666666667,F7,6,7,30.1,medium,3-HP,300,2,0.134
33,10.6666666666667,F8,6,8,30.1,MG1655,LA,300,2,0.157
33,10.6666666666667,F9,6,9,30.1,MG1655,LA,200,2,0.143
33,10.6666666666667,F10,6,10,30.1,MG1655,LA,100,2,0.141
33,10.6666666666667,F11,6,11,30.1,MG1655,LA,40,2,0.145
33,10.6666666666667,F12,6,12,30.1,MG1655,LA,20,2,0.21
33,10.6666666666667,G1,7,1,30.1,MG1655,None,0,3,0.65
33,10.6666666666667,G2,7,2,30.1,MG1655,3-HP,300,3,0.144
33,10.6666666666667,G3,7,3,30.1,MG1655,3-HP,200,3,0.146
33,10.6666666666667,G4,7,4,30.1,MG1655,3-HP,100,3,0.15
33,10.6666666666667,G5,7,5,30.1,MG1655,3-HP,40,3,0.154
33,10.6666666666667,G6,7,6,30.1,MG1655,3-HP,20,3,0.211
33,10.6666666666667,G7,7,7,30.1,medium,3-HP,300,3,0.151
33,10.6666666666667,G8,7,8,30.1,MG1655,LA,300,3,0.137
33,10.6666666666667,G9,7,9,30.1,MG1655,LA,200,3,0.147
33,10.6666666666667,G10,7,10,30.1,MG1655,LA,100,3,0.142
33,10.6666666666667,G11,7,11,30.1,MG1655,LA,40,3,0.145
33,10.6666666666667,G12,7,12,30.1,MG1655,LA,20,3,0.154
33,10.6666666666667,H1,8,1,30.1,MG1655,None,0,4,0.565
33,10.6666666666667,H2,8,2,30.1,MG1655,3-HP,300,4,0.151
33,10.6666666666667,H3,8,3,30.1,MG1655,3-HP,200,4,0.138
33,10.6666666666667,H4,8,4,30.1,MG1655,3-HP,100,4,0.146
33,10.6666666666667,H5,8,5,30.1,MG1655,3-HP,40,4,0.153
33,10.6666666666667,H6,8,6,30.1,MG1655,3-HP,20,4,0.189
33,10.6666666666667,H7,8,7,30.1,medium,3-HP,300,4,0.147
33,10.6666666666667,H8,8,8,30.1,MG1655,LA,300,4,0.152
33,10.6666666666667,H9,8,9,30.1,MG1655,LA,200,4,0.148
33,10.6666666666667,H10,8,10,30.1,MG1655,LA,100,4,0.138
33,10.6666666666667,H11,8,11,30.1,MG1655,LA,40,4,0.145
33,10.6666666666667,H12,8,12,30.1,MG1655,LA,20,4,0.144
34,11,A1,1,1,30,W,None,0,1,0.142
34,11,A2,1,2,30,W,3-HP,300,1,0.139
34,11,A3,1,3,30,W,3-HP,200,1,0.155
34,11,A4,1,4,30,W,3-HP,100,1,0.161
34,11,A5,1,5,30,W,3-HP,40,1,0.144
34,11,A6,1,6,30,W,3-HP,20,1,0.143
34,11,A7,1,7,30,medium,None,0,1,0.15
34,11,A8,1,8,30,W,LA,300,1,0.141
34,11,A9,1,9,30,W,LA,200,1,0.139
34,11,A10,1,10,30,W,LA,100,1,0.311
34,11,A11,1,11,30,W,LA,40,1,0.146
34,11,A12,1,12,30,W,LA,20,1,0.144
34,11,B1,2,1,30,W,None,0,2,0.15
34,11,B2,2,2,30,W,3-HP,300,2,0.139
34,11,B3,2,3,30,W,3-HP,200,2,0.147
34,11,B4,2,4,30,W,3-HP,100,2,0.143
34,11,B5,2,5,30,W,3-HP,40,2,0.142
34,11,B6,2,6,30,W,3-HP,20,2,0.144
34,11,B7,2,7,30,medium,None,0,2,0.143
34,11,B8,2,8,30,W,LA,300,2,0.143
34,11,B9,2,9,30,W,LA,200,2,0.146
34,11,B10,2,10,30,W,LA,100,2,0.143
34,11,B11,2,11,30,W,LA,40,2,0.151
34,11,B12,2,12,30,W,LA,20,2,0.147
34,11,C1,3,1,30,W,None,0,3,0.143
34,11,C2,3,2,30,W,3-HP,300,3,0.139
34,11,C3,3,3,30,W,3-HP,200,3,0.146
34,11,C4,3,4,30,W,3-HP,100,3,0.154
34,11,C5,3,5,30,W,3-HP,40,3,0.14
34,11,C6,3,6,30,W,3-HP,20,3,0.139
34,11,C7,3,7,30,medium,None,0,3,0.139
34,11,C8,3,8,30,W,LA,300,3,0.146
34,11,C9,3,9,30,W,LA,200,3,0.153
34,11,C10,3,10,30,W,LA,100,3,0.142
34,11,C11,3,11,30,W,LA,40,3,0.151
34,11,C12,3,12,30,W,LA,20,3,0.154
34,11,D1,4,1,30,W,None,0,4,0.15
34,11,D2,4,2,30,W,3-HP,300,4,0.147
34,11,D3,4,3,30,W,3-HP,200,4,0.141
34,11,D4,4,4,30,W,3-HP,100,4,0.141
34,11,D5,4,5,30,W,3-HP,40,4,0.14
34,11,D6,4,6,30,W,3-HP,20,4,0.146
34,11,D7,4,7,30,medium,None,0,4,0.16
34,11,D8,4,8,30,W,LA,300,4,0.135
34,11,D9,4,9,30,W,LA,200,4,0.144
34,11,D10,4,10,30,W,LA,100,4,0.131
34,11,D11,4,11,30,W,LA,40,4,0.133
34,11,D12,4,12,30,W,LA,20,4,0.153
34,11,E1,5,1,30,MG1655,None,0,1,0.63
34,11,E2,5,2,30,MG1655,3-HP,300,1,0.144
34,11,E3,5,3,30,MG1655,3-HP,200,1,0.144
34,11,E4,5,4,30,MG1655,3-HP,100,1,0.155
34,11,E5,5,5,30,MG1655,3-HP,40,1,0.142
34,11,E6,5,6,30,MG1655,3-HP,20,1,0.146
34,11,E7,5,7,30,medium,3-HP,300,1,0.146
34,11,E8,5,8,30,MG1655,LA,300,1,0.147
