time,sample,well,row,col,strain,inducer_ID,inducer_conc,effector_ID,effector_conc,replicate,OD,FL
0,1,18,3,4,BS01,Nar,20,b-Ala,0,3,0.635,1706
0,1,19,3,5,BS01,Nar,60,b-Ala,0,3,0.621,1211
0,1,20,3,6,medium,Nar,0,b-Ala,0,3,0.164,194
0,1,21,3,7,medium,Nar,60,b-Ala,0,3,0.324,275
0,1,22,4,1,BS01,Nar,0,b-Ala,0,4,0.597,3343
0,1,23,4,2,BS01,Nar,4,b-Ala,0,4,0.572,3299
0,1,24,4,3,BS01,Nar,10,b-Ala,0,4,0.661,3000
0,1,25,4,4,BS01,Nar,20,b-Ala,0,4,0.651,1734
0,1,26,4,5,BS01,Nar,60,b-Ala,0,4,0.682,1126
0,1,27,4,6,medium,Nar,0,b-Ala,0,4,0.156,255
0,1,28,4,7,medium,Nar,60,b-Ala,0,4,0.337,235
0,1,29,5,1,BS01,Nar,0,b-Ala,10,1,0.606,4091
0,1,30,5,2,BS01,Nar,4,b-Ala,10,1,0.69,5442
0,1,31,5,3,BS01,Nar,10,b-Ala,10,1,0.651,5733
0,1,32,5,4,BS01,Nar,20,b-Ala,10,1,0.59,5346
0,1,33,5,5,BS01,Nar,60,b-Ala,10,1,0.813,12128
0,1,34,5,6,medium,Nar,0,b-Ala,10,1,0.693,5314
0,1,35,5,7,medium,Nar,60,b-Ala,10,1,0.326,216
0,1,36,6,1,BS01,Nar,0,b-Ala,10,2,1.002,11123
0,1,37,6,2,BS01,Nar,4,b-Ala,10,2,0.999,9208
0,1,38,6,3,BS01,Nar,10,b-Ala,10,2,1.024,11315
0,1,39,6,4,BS01,Nar,20,b-Ala,10,2,0.961,9651
0,1,40,6,5,BS01,Nar,60,b-Ala,10,2,1.084,9885
0,1,41,6,6,medium,Nar,0,b-Ala,10,2,1.009,10077
0,1,42,6,7,medium,Nar,60,b-Ala,10,2,0.328,243
0,1,43,7,1,BS01,Nar,0,b-Ala,10,3,0.586,4079
0,1,44,7,2,BS01,Nar,4,b-Ala,10,3,0.634,5266
0,1,45,7,3,BS01,Nar,10,b-Ala,10,3,0.607,6009
0,1,46,7,4,BS01,Nar,20,b-Ala,10,3,0.644,6297
0,1,47,7,5,BS01,Nar,60,b-Ala,10,3,0.659,5329
0,1,48,7,6,medium,Nar,0,b-Ala,10,3,0.733,6123
0,1,49,7,7,medium,Nar,60,b-Ala,10,3,0.327,236
0,1,50,8,1,BS01,Nar,0,b-Ala,10,4,0.595,4641
0,1,51,8,2,BS01,Nar,4,b-Ala,10,4,0.758,8930
0,1,52,8,3,BS01,Nar,10,b-Ala,10,4,0.699,11577
0,1,53,8,4,BS01,Nar,20,b-Ala,10,4,0.546,5092
0,1,54,8,5,BS01,Nar,60,b-Ala,10,4,0.738,5495
0,1,55,8,6,medium,Nar,0,b-Ala,10,4,0.687,5362
0,1,56,8,7,medium,Nar,60,b-Ala,10,4,0.309,316
0.333333333333333,2,1,1,1,BS01,Nar,0,b-Ala,0,1,0.458,3360
0.333333333333333,2,2,1,2,BS01,Nar,4,b-Ala,0,1,0.468,2689
0.333333333333333,2,3,1,3,BS01,Nar,10,b-Ala,0,1,0.497,2468
0.333333333333333,2,4,1,4,BS01,Nar,20,b-Ala,0,1,0.594,1635
0.333333333333333,2,5,1,5,BS01,Nar,60,b-Ala,0,1,0.603,1019
0.333333333333333,2,6,1,6,medium,Nar,0,b-Ala,0,1,0.164,236
0.333333333333333,2,7,1,7,medium,Nar,60,b-Ala,0,1,0.336,222
0.333333333333333,2,8,2,1,BS01,Nar,0,b-Ala,0,2,1.069,10493
0.333333333333333,2,9,2,2,BS01,Nar,4,b-Ala,0,2,1.057,8788
0.333333333333333,2,10,2,3,BS01,Nar,10,b-Ala,0,2,1.088,6123
0.333333333333333,2,11,2,4,BS01,Nar,20,b-Ala,0,2,1.19,8554
0.333333333333333,2,12,2,5,BS01,Nar,60,b-Ala,0,2,0.967,4003
0.333333333333333,2,13,2,6,medium,Nar,0,b-Ala,0,2,0.152,234
0.333333333333333,2,14,2,7,medium,Nar,60,b-Ala,0,2,0.317,242
0.333333333333333,2,15,3,1,BS01,Nar,0,b-Ala,0,3,0.401,2621
0.333333333333333,2,16,3,2,BS01,Nar,4,b-Ala,0,3,0.589,4001
0.333333333333333,2,17,3,3,BS01,Nar,10,b-Ala,0,3,0.615,2481
0.333333333333333,2,18,3,4,BS01,Nar,20,b-Ala,0,3,0.637,1728
0.333333333333333,2,19,3,5,BS01,Nar,60,b-Ala,0,3,0.603,1116
0.333333333333333,2,20,3,6,medium,Nar,0,b-Ala,0,3,0.164,176
0.333333333333333,2,21,3,7,medium,Nar,60,b-Ala,0,3,0.323,174
0.333333333333333,2,22,4,1,BS01,Nar,0,b-Ala,0,4,0.597,3458
0.333333333333333,2,23,4,2,BS01,Nar,4,b-Ala,0,4,0.57,3066
0.333333333333333,2,24,4,3,BS01,Nar,10,b-Ala,0,4,0.661,2491
0.333333333333333,2,25,4,4,BS01,Nar,20,b-Ala,0,4,0.648,1581
0.333333333333333,2,26,4,5,BS01,Nar,60,b-Ala,0,4,0.649,1143
0.333333333333333,2,27,4,6,medium,Nar,0,b-Ala,0,4,0.157,186
0.333333333333333,2,28,4,7,medium,Nar,60,b-Ala,0,4,0.336,210
0.333333333333333,2,29,5,1,BS01,Nar,0,b-Ala,10,1,0.605,4583
0.333333333333333,2,30,5,2,BS01,Nar,4,b-Ala,10,1,0.69,5151
0.333333333333333,2,31,5,3,BS01,Nar,10,b-Ala,10,1,0.65,6093
0.333333333333333,2,32,5,4,BS01,Nar,20,b-Ala,10,1,0.588,5716
0.333333333333333,2,33,5,5,BS01,Nar,60,b-Ala,10,1,0.813,12056
0.333333333333333,2,34,5,6,medium,Nar,0,b-Ala,10,1,0.691,5287
0.333333333333333,2,35,5,7,medium,Nar,60,b-Ala,10,1,0.323,345
0.333333333333333,2,36,6,1,BS01,Nar,0,b-Ala,10,2,1.012,10843
0.333333333333333,2,37,6,2,BS01,Nar,4,b-Ala,10,2,1.004,9967
0.333333333333333,2,38,6,3,BS01,Nar,10,b-Ala,10,2,1.014,10814
0.333333333333333,2,39,6,4,BS01,Nar,20,b-Ala,10,2,0.941,9355
0.333333333333333,2,40,6,5,BS01,Nar,60,b-Ala,10,2,1.067,9934
0.333333333333333,2,41,6,6,medium,Nar,0,b-Ala,10,2,1.01,10087
0.333333333333333,2,42,6,7,medium,Nar,60,b-Ala,10,2,0.327,170
0.333333333333333,2,43,7,1,BS01,Nar,0,b-Ala,10,3,0.585,4044
0.333333333333333,2,44,7,2,BS01,Nar,4,b-Ala,10,3,0.632,5357
0.333333333333333,2,45,7,3,BS01,Nar,10,b-Ala,10,3,0.606,5964
0.333333333333333,2,46,7,4,BS01,Nar,20,b-Ala,10,3,0.64,5915
0.333333333333333,2,47,7,5,BS01,Nar,60,b-Ala,10,3,0.657,5425
0.333333333333333,2,48,7,6,medium,Nar,0,b-Ala,10,3,0.726,5722
0.333333333333333,2,49,7,7,medium,Nar,60,b-Ala,10,3,0.324,190
0.333333333333333,2,50,8,1,BS01,Nar,0,b-Ala,10,4,0.594,4609
0.333333333333333,2,51,8,2,BS01,Nar,4,b-Ala,10,4,0.759,8168
0.333333333333333,2,52,8,3,BS01,Nar,10,b-Ala,10,4,0.699,11566
0.333333333333333,2,53,8,4,BS01,Nar,20,b-Ala,10,4,0.546,5069
0.333333333333333,2,54,8,5,BS01,Nar,60,b-Ala,10,4,0.737,5867
0.333333333333333,2,55,8,6,medium,Nar,0,b-Ala,10,4,0.685,5488
0.333333333333333,2,56,8,7,medium,Nar,60,b-Ala,10,4,0.308,273
0.666666666666667,3,1,1,1,BS01,Nar,0,b-Ala,0,1,0.46,3468
0.666666666666667,3,2,1,2,BS01,Nar,4,b-Ala,0,1,0.47,2652
0.666666666666667,3,3,1,3,BS01,Nar,10,b-Ala,0,1,0.5,2368
0.666666666666667,3,4,1,4,BS01,Nar,20,b-Ala,0,1,0.597,1799
0.666666666666667,3,5,1,5,BS01,Nar,60,b-Ala,0,1,0.602,1126
0.666666666666667,3,6,1,6,medium,Nar,0,b-Ala,0,1,0.165,172
0.666666666666667,3,7,1,7,medium,Nar,60,b-Ala,0,1,0.328,163
0.666666666666667,3,8,2,1,BS01,Nar,0,b-Ala,0,2,1.091,10907
0.666666666666667,3,9,2,2,BS01,Nar,4,b-Ala,0,2,1.067,8824
0.666666666666667,3,10,2,3,BS01,Nar,10,b-Ala,0,2,1.089,5730
0.666666666666667,3,11,2,4,BS01,Nar,20,b-Ala,0,2,1.18,8274
0.666666666666667,3,12,2,5,BS01,Nar,60,b-Ala,0,2,0.957,3946
0.666666666666667,3,13,2,6,medium,Nar,0,b-Ala,0,2,0.153,283
0.666666666666667,3,14,2,7,medium,Nar,60,b-Ala,0,2,0.318,135
0.666666666666667,3,15,3,1,BS01,Nar,0,b-Ala,0,3,0.404,2480
0.666666666666667,3,16,3,2,BS01,Nar,4,b-Ala,0,3,0.585,4081
0.666666666666667,3,17,3,3,BS01,Nar,10,b-Ala,0,3,0.617,2615
0.666666666666667,3,18,3,4,BS01,Nar,20,b-Ala,0,3,0.641,1605
0.666666666666667,3,19,3,5,BS01,Nar,60,b-Ala,0,3,0.594,1111
0.666666666666667,3,20,3,6,medium,Nar,0,b-Ala,0,3,0.164,235
0.666666666666667,3,21,3,7,medium,Nar,60,b-Ala,0,3,0.323,316
0.666666666666667,3,22,4,1,BS01,Nar,0,b-Ala,0,4,0.598,3318
0.666666666666667,3,23,4,2,BS01,Nar,4,b-Ala,0,4,0.571,3296
0.666666666666667,3,24,4,3,BS01,Nar,10,b-Ala,0,4,0.663,2832
0.666666666666667,3,25,4,4,BS01,Nar,20,b-Ala,0,4,0.652,1807
0.666666666666667,3,26,4,5,BS01,Nar,60,b-Ala,0,4,0.643,1126
0.666666666666667,3,27,4,6,medium,Nar,0,b-Ala,0,4,0.159,172
0.666666666666667,3,28,4,7,medium,Nar,60,b-Ala,0,4,0.338,224
0.666666666666667,3,29,5,1,BS01,Nar,0,b-Ala,10,1,0.606,4274
0.666666666666667,3,30,5,2,BS01,Nar,4,b-Ala,10,1,0.69,5580
0.666666666666667,3,31,5,3,BS01,Nar,10,b-Ala,10,1,0.652,5438
0.666666666666667,3,32,5,4,BS01,Nar,20,b-Ala,10,1,0.588,5699
0.666666666666667,3,33,5,5,BS01,Nar,60,b-Ala,10,1,0.812,11995
0.666666666666667,3,34,5,6,medium,Nar,0,b-Ala,10,1,0.691,4686
0.666666666666667,3,35,5,7,medium,Nar,60,b-Ala,10,1,0.323,232
0.666666666666667,3,36,6,1,BS01,Nar,0,b-Ala,10,2,1.029,11680
0.666666666666667,3,37,6,2,BS01,Nar,4,b-Ala,10,2,1.009,9247
0.666666666666667,3,38,6,3,BS01,Nar,10,b-Ala,10,2,1.016,10862
0.666666666666667,3,39,6,4,BS01,Nar,20,b-Ala,10,2,0.918,9365
0.666666666666667,3,40,6,5,BS01,Nar,60,b-Ala,10,2,1.028,9301
0.666666666666667,3,41,6,6,medium,Nar,0,b-Ala,10,2,1.021,9805
0.666666666666667,3,42,6,7,medium,Nar,60,b-Ala,10,2,0.327,288
0.666666666666667,3,43,7,1,BS01,Nar,0,b-Ala,10,3,0.585,4386
0.666666666666667,3,44,7,2,BS01,Nar,4,b-Ala,10,3,0.633,5742
0.666666666666667,3,45,7,3,BS01,Nar,10,b-Ala,10,3,0.609,5959
0.666666666666667,3,46,7,4,BS01,Nar,20,b-Ala,10,3,0.643,5282
0.666666666666667,3,47,7,5,BS01,Nar,60,b-Ala,10,3,0.655,5266
0.666666666666667,3,48,7,6,medium,Nar,0,b-Ala,10,3,0.722,6039
0.666666666666667,3,49,7,7,medium,Nar,60,b-Ala,10,3,0.324,178
0.666666666666667,3,50,8,1,BS01,Nar,0,b-Ala,10,4,0.594,4582
0.666666666666667,3,51,8,2,BS01,Nar,4,b-Ala,10,4,0.765,7948
0.666666666666667,3,52,8,3,BS01,Nar,10,b-Ala,10,4,0.701,10878
0.666666666666667,3,53,8,4,BS01,Nar,20,b-Ala,10,4,0.546,4787
0.666666666666667,3,54,8,5,BS01,Nar,60,b-Ala,10,4,0.734,5796
0.666666666666667,3,55,8,6,medium,Nar,0,b-Ala,10,4,0.684,5414
0.666666666666667,3,56,8,7,medium,Nar,60,b-Ala,10,4,0.308,258
1,4,1,1,1,BS01,Nar,0,b-Ala,0,1,0.461,3441
1,4,2,1,2,BS01,Nar,4,b-Ala,0,1,0.47,2594
1,4,3,1,3,BS01,Nar,10,b-Ala,0,1,0.501,2447
1,4,4,1,4,BS01,Nar,20,b-Ala,0,1,0.596,1760
1,4,5,1,5,BS01,Nar,60,b-Ala,0,1,0.603,997
1,4,6,1,6,medium,Nar,0,b-Ala,0,1,0.165,204
1,4,7,1,7,medium,Nar,60,b-Ala,0,1,0.32,213
1,4,8,2,1,BS01,Nar,0,b-Ala,0,2,1.081,10316
1,4,9,2,2,BS01,Nar,4,b-Ala,0,2,1.054,7977
1,4,10,2,3,BS01,Nar,10,b-Ala,0,2,1.092,5920
1,4,11,2,4,BS01,Nar,20,b-Ala,0,2,1.178,8544
1,4,12,2,5,BS01,Nar,60,b-Ala,0,2,0.908,3481
1,4,13,2,6,medium,Nar,0,b-Ala,0,2,0.153,176
1,4,14,2,7,medium,Nar,60,b-Ala,0,2,0.319,160
1,4,15,3,1,BS01,Nar,0,b-Ala,0,3,0.407,2884
1,4,16,3,2,BS01,Nar,4,b-Ala,0,3,0.586,3865
1,4,17,3,3,BS01,Nar,10,b-Ala,0,3,0.618,2591
1,4,18,3,4,BS01,Nar,20,b-Ala,0,3,0.641,1606
1,4,19,3,5,BS01,Nar,60,b-Ala,0,3,0.592,985
1,4,20,3,6,medium,Nar,0,b-Ala,0,3,0.166,234
1,4,21,3,7,medium,Nar,60,b-Ala,0,3,0.323,205
1,4,22,4,1,BS01,Nar,0,b-Ala,0,4,0.601,3712
1,4,23,4,2,BS01,Nar,4,b-Ala,0,4,0.574,3263
1,4,24,4,3,BS01,Nar,10,b-Ala,0,4,0.665,2774
1,4,25,4,4,BS01,Nar,20,b-Ala,0,4,0.652,1699
1,4,26,4,5,BS01,Nar,60,b-Ala,0,4,0.632,1065
1,4,27,4,6,medium,Nar,0,b-Ala,0,4,0.16,220
1,4,28,4,7,medium,Nar,60,b-Ala,0,4,0.338,245
1,4,29,5,1,BS01,Nar,0,b-Ala,10,1,0.605,4368
1,4,30,5,2,BS01,Nar,4,b-Ala,10,1,0.69,5461
1,4,31,5,3,BS01,Nar,10,b-Ala,10,1,0.653,5364
1,4,32,5,4,BS01,Nar,20,b-Ala,10,1,0.588,5339
1,4,33,5,5,BS01,Nar,60,b-Ala,10,1,0.812,12423
1,4,34,5,6,medium,Nar,0,b-Ala,10,1,0.691,5016
1,4,35,5,7,medium,Nar,60,b-Ala,10,1,0.323,281
1,4,36,6,1,BS01,Nar,0,b-Ala,10,2,1.023,11540
1,4,37,6,2,BS01,Nar,4,b-Ala,10,2,1.009,9554
1,4,38,6,3,BS01,Nar,10,b-Ala,10,2,1.018,10535
1,4,39,6,4,BS01,Nar,20,b-Ala,10,2,0.936,9292
1,4,40,6,5,BS01,Nar,60,b-Ala,10,2,1.024,9857
1,4,41,6,6,medium,Nar,0,b-Ala,10,2,1.015,10263
1,4,42,6,7,medium,Nar,60,b-Ala,10,2,0.327,152
1,4,43,7,1,BS01,Nar,0,b-Ala,10,3,0.585,3864
1,4,44,7,2,BS01,Nar,4,b-Ala,10,3,0.633,5266
1,4,45,7,3,BS01,Nar,10,b-Ala,10,3,0.61,5891
1,4,46,7,4,BS01,Nar,20,b-Ala,10,3,0.642,5895
1,4,47,7,5,BS01,Nar,60,b-Ala,10,3,0.656,5324
1,4,48,7,6,medium,Nar,0,b-Ala,10,3,0.721,5879
1,4,49,7,7,medium,Nar,60,b-Ala,10,3,0.325,220
1,4,50,8,1,BS01,Nar,0,b-Ala,10,4,0.594,4747
1,4,51,8,2,BS01,Nar,4,b-Ala,10,4,0.77,8745
1,4,52,8,3,BS01,Nar,10,b-Ala,10,4,0.703,11606
1,4,53,8,4,BS01,Nar,20,b-Ala,10,4,0.545,5239
1,4,54,8,5,BS01,Nar,60,b-Ala,10,4,0.735,5760
1,4,55,8,6,medium,Nar,0,b-Ala,10,4,0.684,5309
1,4,56,8,7,medium,Nar,60,b-Ala,10,4,0.309,234
1.33333333333333,5,1,1,1,BS01,Nar,0,b-Ala,0,1,0.464,3172
1.33333333333333,5,2,1,2,BS01,Nar,4,b-Ala,0,1,0.471,2587
1.33333333333333,5,3,1,3,BS01,Nar,10,b-Ala,0,1,0.503,2366
1.33333333333333,5,4,1,4,BS01,Nar,20,b-Ala,0,1,0.596,1665
1.33333333333333,5,5,1,5,BS01,Nar,60,b-Ala,0,1,0.603,1106
1.33333333333333,5,6,1,6,medium,Nar,0,b-Ala,0,1,0.164,227
1.33333333333333,5,7,1,7,medium,Nar,60,b-Ala,0,1,0.313,198
1.33333333333333,5,8,2,1,BS01,Nar,0,b-Ala,0,2,1.095,11204
1.33333333333333,5,9,2,2,BS01,Nar,4,b-Ala,0,2,1.057,8370
1.33333333333333,5,10,2,3,BS01,Nar,10,b-Ala,0,2,1.094,5635
1.33333333333333,5,11,2,4,BS01,Nar,20,b-Ala,0,2,1.159,7638
1.33333333333333,5,12,2,5,BS01,Nar,60,b-Ala,0,2,0.891,3448
1.33333333333333,5,13,2,6,medium,Nar,0,b-Ala,0,2,0.153,182
1.33333333333333,5,14,2,7,medium,Nar,60,b-Ala,0,2,0.32,219
1.33333333333333,5,15,3,1,BS01,Nar,0,b-Ala,0,3,0.41,2945
1.33333333333333,5,16,3,2,BS01,Nar,4,b-Ala,0,3,0.588,3625
1.33333333333333,5,17,3,3,BS01,Nar,10,b-Ala,0,3,0.62,2432
1.33333333333333,5,18,3,4,BS01,Nar,20,b-Ala,0,3,0.643,1723
1.33333333333333,5,19,3,5,BS01,Nar,60,b-Ala,0,3,0.591,1017
1.33333333333333,5,20,3,6,medium,Nar,0,b-Ala,0,3,0.167,236
1.33333333333333,5,21,3,7,medium,Nar,60,b-Ala,0,3,0.323,231
1.33333333333333,5,22,4,1,BS01,Nar,0,b-Ala,0,4,0.602,3650
1.33333333333333,5,23,4,2,BS01,Nar,4,b-Ala,0,4,0.576,3110
1.33333333333333,5,24,4,3,BS01,Nar,10,b-Ala,0,4,0.668,2709
1.33333333333333,5,25,4,4,BS01,Nar,20,b-Ala,0,4,0.654,1530
1.33333333333333,5,26,4,5,BS01,Nar,60,b-Ala,0,4,0.631,979
1.33333333333333,5,27,4,6,medium,Nar,0,b-Ala,0,4,0.165,191
1.33333333333333,5,28,4,7,medium,Nar,60,b-Ala,0,4,0.34,267
1.33333333333333,5,29,5,1,BS01,Nar,0,b-Ala,10,1,0.606,4526
1.33333333333333,5,30,5,2,BS01,Nar,4,b-Ala,10,1,0.69,4700
1.33333333333333,5,31,5,3,BS01,Nar,10,b-Ala,10,1,0.655,5737
1.33333333333333,5,32,5,4,BS01,Nar,20,b-Ala,10,1,0.591,5266
1.33333333333333,5,33,5,5,BS01,Nar,60,b-Ala,10,1,0.813,12507
1.33333333333333,5,34,5,6,medium,Nar,0,b-Ala,10,1,0.692,5173
1.33333333333333,5,35,5,7,medium,Nar,60,b-Ala,10,1,0.322,214
1.33333333333333,5,36,6,1,BS01,Nar,0,b-Ala,10,2,1.038,11945
1.33333333333333,5,37,6,2,BS01,Nar,4,b-Ala,10,2,1.015,9723
1.33333333333333,5,38,6,3,BS01,Nar,10,b-Ala,10,2,1.024,10918
1.33333333333333,5,39,6,4,BS01,Nar,20,b-Ala,10,2,0.94,9658
1.33333333333333,5,40,6,5,BS01,Nar,60,b-Ala,10,2,1.026,9026
1.33333333333333,5,41,6,6,medium,Nar,0,b-Ala,10,2,1.019,10788
1.33333333333333,5,42,6,7,medium,Nar,60,b-Ala,10,2,0.328,250
1.33333333333333,5,43,7,1,BS01,Nar,0,b-Ala,10,3,0.586,3871
1.33333333333333,5,44,7,2,BS01,Nar,4,b-Ala,10,3,0.633,5383
1.33333333333333,5,45,7,3,BS01,Nar,10,b-Ala,10,3,0.613,6083
1.33333333333333,5,46,7,4,BS01,Nar,20,b-Ala,10,3,0.643,5863
1.33333333333333,5,47,7,5,BS01,Nar,60,b-Ala,10,3,0.656,5328
1.33333333333333,5,48,7,6,medium,Nar,0,b-Ala,10,3,0.721,6023
1.33333333333333,5,49,7,7,medium,Nar,60,b-Ala,10,3,0.324,173
1.33333333333333,5,50,8,1,BS01,Nar,0,b-Ala,10,4,0.595,4615
1.33333333333333,5,51,8,2,BS01,Nar,4,b-Ala,10,4,0.772,8684
1.33333333333333,5,52,8,3,BS01,Nar,10,b-Ala,10,4,0.705,11965
1.33333333333333,5,53,8,4,BS01,Nar,20,b-Ala,10,4,0.542,4728
1.33333333333333,5,54,8,5,BS01,Nar,60,b-Ala,10,4,0.734,5753
1.33333333333333,5,55,8,6,medium,Nar,0,b-Ala,10,4,0.684,5327
1.33333333333333,5,56,8,7,medium,Nar,60,b-Ala,10,4,0.31,244
1.66666666666667,6,1,1,1,BS01,Nar,0,b-Ala,0,1,0.466,3076
1.66666666666667,6,2,1,2,BS01,Nar,4,b-Ala,0,1,0.474,2623
1.66666666666667,6,3,1,3,BS01,Nar,10,b-Ala,0,1,0.507,2469
1.66666666666667,6,4,1,4,BS01,Nar,20,b-Ala,0,1,0.601,1779
1.66666666666667,6,5,1,5,BS01,Nar,60,b-Ala,0,1,0.604,882
1.66666666666667,6,6,1,6,medium,Nar,0,b-Ala,0,1,0.163,173
1.66666666666667,6,7,1,7,medium,Nar,60,b-Ala,0,1,0.309,203
1.66666666666667,6,8,2,1,BS01,Nar,0,b-Ala,0,2,1.104,11024
1.66666666666667,6,9,2,2,BS01,Nar,4,b-Ala,0,2,1.062,8147
1.66666666666667,6,10,2,3,BS01,Nar,10,b-Ala,0,2,1.098,5820
1.66666666666667,6,11,2,4,BS01,Nar,20,b-Ala,0,2,1.163,7676
1.66666666666667,6,12,2,5,BS01,Nar,60,b-Ala,0,2,0.897,3995
1.66666666666667,6,13,2,6,medium,Nar,0,b-Ala,0,2,0.153,187
1.66666666666667,6,14,2,7,medium,Nar,60,b-Ala,0,2,0.32,212
1.66666666666667,6,15,3,1,BS01,Nar,0,b-Ala,0,3,0.414,2864
1.66666666666667,6,16,3,2,BS01,Nar,4,b-Ala,0,3,0.594,3565
1.66666666666667,6,17,3,3,BS01,Nar,10,b-Ala,0,3,0.623,2528
1.66666666666667,6,18,3,4,BS01,Nar,20,b-Ala,0,3,0.647,1822
1.66666666666667,6,19,3,5,BS01,Nar,60,b-Ala,0,3,0.594,832
1.66666666666667,6,20,3,6,medium,Nar,0,b-Ala,0,3,0.164,233
1.66666666666667,6,21,3,7,medium,Nar,60,b-Ala,0,3,0.325,126
1.66666666666667,6,22,4,1,BS01,Nar,0,b-Ala,0,4,0.605,3191
1.66666666666667,6,23,4,2,BS01,Nar,4,b-Ala,0,4,0.577,3437
1.66666666666667,6,24,4,3,BS01,Nar,10,b-Ala,0,4,0.67,2727
1.66666666666667,6,25,4,4,BS01,Nar,20,b-Ala,0,4,0.657,1690
1.66666666666667,6,26,4,5,BS01,Nar,60,b-Ala,0,4,0.624,1029
1.66666666666667,6,27,4,6,medium,Nar,0,b-Ala,0,4,0.166,230
1.66666666666667,6,28,4,7,medium,Nar,60,b-Ala,0,4,0.343,378
1.66666666666667,6,29,5,1,BS01,Nar,0,b-Ala,10,1,0.607,4500
1.66666666666667,6,30,5,2,BS01,Nar,4,b-Ala,10,1,0.691,5089
1.66666666666667,6,31,5,3,BS01,Nar,10,b-Ala,10,1,0.657,5790
1.66666666666667,6,32,5,4,BS01,Nar,20,b-Ala,10,1,0.59,5421
1.66666666666667,6,33,5,5,BS01,Nar,60,b-Ala,10,1,0.812,12017
1.66666666666667,6,34,5,6,medium,Nar,0,b-Ala,10,1,0.692,4924
1.66666666666667,6,35,5,7,medium,Nar,60,b-Ala,10,1,0.326,309
1.66666666666667,6,36,6,1,BS01,Nar,0,b-Ala,10,2,1.036,11585
1.66666666666667,6,37,6,2,BS01,Nar,4,b-Ala,10,2,1.012,9327
1.66666666666667,6,38,6,3,BS01,Nar,10,b-Ala,10,2,1.028,11416
1.66666666666667,6,39,6,4,BS01,Nar,20,b-Ala,10,2,0.935,9103
1.66666666666667,6,40,6,5,BS01,Nar,60,b-Ala,10,2,1,8731
1.66666666666667,6,41,6,6,medium,Nar,0,b-Ala,10,2,1.022,10543
1.66666666666667,6,42,6,7,medium,Nar,60,b-Ala,10,2,0.328,257
1.66666666666667,6,43,7,1,BS01,Nar,0,b-Ala,10,3,0.586,4199
1.66666666666667,6,44,7,2,BS01,Nar,4,b-Ala,10,3,0.634,5087
1.66666666666667,6,45,7,3,BS01,Nar,10,b-Ala,10,3,0.615,5765
1.66666666666667,6,46,7,4,BS01,Nar,20,b-Ala,10,3,0.642,5858
1.66666666666667,6,47,7,5,BS01,Nar,60,b-Ala,10,3,0.656,5832
1.66666666666667,6,48,7,6,medium,Nar,0,b-Ala,10,3,0.722,6088
1.66666666666667,6,49,7,7,medium,Nar,60,b-Ala,10,3,0.325,184
1.66666666666667,6,50,8,1,BS01,Nar,0,b-Ala,10,4,0.595,4576
1.66666666666667,6,51,8,2,BS01,Nar,4,b-Ala,10,4,0.772,9127
1.66666666666667,6,52,8,3,BS01,Nar,10,b-Ala,10,4,0.708,11470
1.66666666666667,6,53,8,4,BS01,Nar,20,b-Ala,10,4,0.546,5222
1.66666666666667,6,54,8,5,BS01,Nar,60,b-Ala,10,4,0.735,5724
1.66666666666667,6,55,8,6,medium,Nar,0,b-Ala,10,4,0.685,5749
1.66666666666667,6,56,8,7,medium,Nar,60,b-Ala,10,4,0.31,253
2,7,1,1,1,BS01,Nar,0,b-Ala,0,1,0.468,3299
2,7,2,1,2,BS01,Nar,4,b-Ala,0,1,0.476,2585
2,7,3,1,3,BS01,Nar,10,b-Ala,0,1,0.509,2435
2,7,4,1,4,BS01,Nar,20,b-Ala,0,1,0.602,1614
2,7,5,1,5,BS01,Nar,60,b-Ala,0,1,0.604,1247
2,7,6,1,6,medium,Nar,0,b-Ala,0,1,0.163,165
2,7,7,1,7,medium,Nar,60,b-Ala,0,1,0.304,237
2,7,8,2,1,BS01,Nar,0,b-Ala,0,2,1.113,11591
2,7,9,2,2,BS01,Nar,4,b-Ala,0,2,1.071,8742
2,7,10,2,3,BS01,Nar,10,b-Ala,0,2,1.102,6055
2,7,11,2,4,BS01,Nar,20,b-Ala,0,2,1.157,8108
2,7,12,2,5,BS01,Nar,60,b-Ala,0,2,0.886,3605
2,7,13,2,6,medium,Nar,0,b-Ala,0,2,0.152,208
2,7,14,2,7,medium,Nar,60,b-Ala,0,2,0.322,218
2,7,15,3,1,BS01,Nar,0,b-Ala,0,3,0.416,2912
2,7,16,3,2,BS01,Nar,4,b-Ala,0,3,0.596,3514
2,7,17,3,3,BS01,Nar,10,b-Ala,0,3,0.623,2560
2,7,18,3,4,BS01,Nar,20,b-Ala,0,3,0.65,1736
2,7,19,3,5,BS01,Nar,60,b-Ala,0,3,0.595,1101
2,7,20,3,6,medium,Nar,0,b-Ala,0,3,0.167,241
2,7,21,3,7,medium,Nar,60,b-Ala,0,3,0.324,187
2,7,22,4,1,BS01,Nar,0,b-Ala,0,4,0.606,3729
2,7,23,4,2,BS01,Nar,4,b-Ala,0,4,0.579,3316
2,7,24,4,3,BS01,Nar,10,b-Ala,0,4,0.671,2850
2,7,25,4,4,BS01,Nar,20,b-Ala,0,4,0.659,1522
2,7,26,4,5,BS01,Nar,60,b-Ala,0,4,0.621,1043
